aX,aY,aZ,gX,gY,gZ
0.854,-0.264,-0.423,-12.573,21.240,6.653
0.859,-0.272,-0.427,-11.963,20.325,6.287
0.857,-0.269,-0.432,-11.475,18.799,5.920
0.840,-0.262,-0.437,-10.681,17.029,5.615
0.824,-0.262,-0.446,-8.850,16.113,5.432
0.825,-0.270,-0.452,-6.531,15.259,5.371
0.826,-0.272,-0.450,-4.944,13.916,4.883
0.821,-0.277,-0.457,-4.211,13.184,5.676
0.832,-0.285,-0.459,-4.456,12.573,6.409
0.836,-0.278,-0.467,-6.042,11.047,7.080
0.841,-0.277,-0.466,-7.080,9.216,7.324
0.841,-0.270,-0.461,-8.179,6.836,7.812
0.834,-0.263,-0.452,-9.216,4.456,7.690
0.832,-0.253,-0.441,-10.010,2.625,7.507
0.830,-0.241,-0.435,-10.132,1.526,7.263
0.824,-0.236,-0.431,-9.399,1.038,6.348
0.825,-0.238,-0.419,-7.385,0.916,4.883
0.837,-0.241,-0.418,-5.371,1.099,3.784
0.845,-0.240,-0.409,-4.150,1.221,2.747
0.842,-0.251,-0.402,-2.869,1.526,1.221
0.850,-0.264,-0.400,-1.831,2.075,0.244
0.868,-0.271,-0.397,-2.014,2.319,-0.061
0.862,-0.270,-0.393,-2.380,1.892,-0.488
0.848,-0.270,-0.397,-2.075,1.953,-0.977
0.839,-0.276,-0.404,-1.465,2.563,-1.099
0.851,-0.277,-0.414,-1.038,3.235,-1.099
0.843,-0.278,-0.417,-0.427,3.784,-1.160
0.863,-0.291,-0.421,0.000,3.723,-0.854
0.849,-0.296,-0.423,-0.061,2.991,-0.732
0.846,-0.297,-0.424,-1.221,2.319,-0.061
0.861,-0.295,-0.417,-2.441,1.770,0.549
0.865,-0.296,-0.411,-3.113,1.526,1.099
0.866,-0.294,-0.411,-3.540,0.732,1.587
0.863,-0.286,-0.409,-3.479,0.000,1.282
0.866,-0.278,-0.406,-2.686,-0.549,0.793
0.876,-0.277,-0.397,-1.526,-0.854,0.244
0.885,-0.289,-0.389,-0.366,-1.038,-0.122
0.880,-0.293,-0.380,-0.183,-1.343,-0.183
0.868,-0.293,-0.378,-0.977,-1.526,0.305
0.869,-0.293,-0.375,-2.136,-1.099,0.916
0.875,-0.288,-0.373,-2.991,-0.366,1.404
0.876,-0.282,-0.378,-3.601,0.427,1.892
0.873,-0.275,-0.384,-3.784,0.977,2.258
0.876,-0.273,-0.392,-3.296,1.282,1.892
0.882,-0.276,-0.394,-2.380,1.465,1.343
0.889,-0.279,-0.391,-1.404,1.282,0.977
0.885,-0.281,-0.390,-0.488,1.099,0.244
0.883,-0.282,-0.390,0.183,0.977,-0.427
0.882,-0.286,-0.385,1.221,0.916,-0.916
0.883,-0.292,-0.377,2.380,0.854,-1.099
0.878,-0.294,-0.370,2.747,0.854,-1.038
0.876,-0.297,-0.369,2.808,1.587,-0.854
0.874,-0.301,-0.375,2.441,2.686,-0.549

-0.856,-2.775,4.000,448.914,9.644,-63.965
4.000,-4.000,-1.523,330.627,341.003,114.075
4.000,-0.699,-0.491,-51.147,67.505,182.434
1.502,2.136,0.671,-277.527,-163.452,54.321
-1.695,0.751,2.124,-125.366,-135.010,-17.822
-1.134,-0.891,1.827,9.644,-9.583,-4.211
0.924,-0.429,1.516,-35.645,92.041,46.997
1.324,0.403,1.580,-88.379,139.099,58.044
1.221,0.212,1.576,-76.660,160.217,39.185
1.270,0.133,1.273,-72.571,165.222,27.954
1.042,0.047,0.978,-98.022,162.964,21.118
0.893,-0.006,0.752,-133.545,163.330,16.724
0.962,-0.001,0.474,-163.635,170.959,7.141
0.996,-0.079,0.191,-174.072,176.636,-11.414
0.937,-0.151,0.006,-163.696,173.096,-37.048
0.731,-0.372,-0.150,-133.728,165.955,-63.171
0.519,-0.646,-0.297,-103.882,161.438,-75.806
0.424,-0.892,-0.407,-91.614,157.288,-69.641
0.397,-1.053,-0.528,-96.863,152.100,-51.208
0.388,-1.136,-0.680,-111.267,145.325,-29.663
0.426,-1.132,-0.802,-125.061,137.024,-9.277
0.401,-1.064,-0.880,-133.240,128.235,7.996
0.343,-0.983,-0.923,-134.216,120.422,20.630
0.358,-0.907,-0.953,-129.272,113.953,28.992
0.401,-0.825,-0.961,-119.385,108.948,32.715
0.444,-0.766,-0.940,-105.957,102.539,33.569
0.496,-0.719,-0.908,-90.027,93.994,31.982
0.512,-0.690,-0.876,-72.327,84.595,29.358
0.544,-0.678,-0.849,-56.274,76.111,27.649
0.571,-0.658,-0.833,-45.410,69.763,28.015
0.580,-0.621,-0.843,-39.795,66.711,30.823
0.586,-0.571,-0.833,-38.391,65.369,34.424
0.635,-0.521,-0.816,-38.757,63.782,37.720
0.643,-0.466,-0.802,-38.574,60.730,38.513
0.648,-0.418,-0.785,-35.400,57.129,36.560
0.669,-0.384,-0.762,-29.480,53.040,33.020
0.689,-0.365,-0.742,-22.766,49.011,29.175
0.699,-0.352,-0.720,-16.541,45.715,26.123
0.702,-0.349,-0.724,-11.230,43.335,24.658
0.704,-0.328,-0.741,-8.484,41.809,24.963
0.698,-0.310,-0.759,-7.507,40.039,25.146
0.730,-0.267,-0.785,-8.179,37.415,23.437
0.727,-0.237,-0.804,-8.728,34.668,23.376
0.711,-0.221,-0.830,-8.240,30.823,21.912
0.713,-0.212,-0.836,-6.775,25.879,17.761
0.724,-0.215,-0.833,-4.761,19.348,12.512
0.738,-0.232,-0.804,-2.991,11.292,7.446
0.753,-0.245,-0.759,-1.465,3.357,3.235
0.759,-0.262,-0.711,-0.061,-2.747,1.221
0.767,-0.279,-0.658,1.587,-7.507,1.526
0.786,-0.293,-0.605,2.808,-11.597,2.808
0.797,-0.297,-0.546,2.808,-14.648,4.822
0.786,-0.295,-0.515,2.197,-15.564,7.751
0.774,-0.275,-0.488,0.916,-15.015,11.047
0.736,-0.279,-0.509,-0.427,-13.977,13.794
0.865,-0.285,-0.484,-5.615,-12.085,19.470
0.855,-0.267,-0.470,-9.949,-16.113,9.949
0.776,-0.192,-0.475,-10.803,-13.855,12.268
0.806,-0.214,-0.478,-8.484,-11.536,18.494
0.820,-0.215,-0.482,-4.761,-11.108,14.221
0.824,-0.215,-0.473,-2.930,-10.803,12.512
0.853,-0.210,-0.459,-1.282,-11.597,9.644
0.869,-0.223,-0.433,1.587,-12.939,7.263
0.873,-0.242,-0.404,3.967,-14.526,4.822
0.882,-0.248,-0.386,4.517,-15.381,3.418
0.897,-0.257,-0.372,4.822,-15.930,2.808
0.914,-0.264,-0.364,4.517,-16.052,3.052
0.924,-0.260,-0.373,4.395,-16.357,3.479
0.893,-0.249,-0.388,4.272,-17.151,3.479
0.864,-0.248,-0.396,4.211,-17.334,3.418
0.869,-0.254,-0.394,4.578,-16.602,3.906
0.891,-0.261,-0.397,4.944,-16.296,4.456
0.890,-0.269,-0.401,4.333,-17.334,5.249
0.873,-0.276,-0.398,4.028,-18.433,6.287
0.855,-0.290,-0.392,3.845,-19.165,7.568
0.845,-0.296,-0.365,2.991,-18.921,8.789
0.844,-0.306,-0.343,1.526,-16.785,10.681
0.862,-0.304,-0.336,-0.305,-13.794,12.085
0.885,-0.290,-0.341,-2.197,-11.353,13.306
0.903,-0.275,-0.351,-2.502,-10.315,13.611
0.912,-0.261,-0.363,-1.648,-10.803,12.878
0.894,-0.245,-0.363,0.061,-11.841,11.597
0.901,-0.235,-0.364,3.235,-12.756,10.315
0.916,-0.249,-0.351,6.165,-14.404,8.362
0.912,-0.269,-0.338,8.179,-16.663,6.409
0.885,-0.275,-0.317,8.728,-17.761,4.639
0.869,-0.277,-0.301,7.874,-17.151,3.418
0.868,-0.285,-0.295,6.653,-14.893,2.258
0.878,-0.296,-0.289,5.432,-12.695,1.770
0.890,-0.301,-0.285,4.089,-10.742,2.258
0.906,-0.298,-0.284,2.136,-9.338,3.479
0.915,-0.293,-0.290,0.366,-8.667,4.761
0.920,-0.285,-0.300,-1.404,-8.545,5.981
0.907,-0.262,-0.313,-2.869,-8.667,6.409
0.910,-0.249,-0.331,-3.418,-9.460,6.409
0.917,-0.235,-0.354,-2.869,-10.742,5.188
0.914,-0.233,-0.356,-1.160,-13.367,2.808
0.917,-0.240,-0.360,0.793,-16.663,0.427
0.922,-0.247,-0.357,2.686,-20.264,-1.099
0.911,-0.251,-0.352,3.601,-23.743,-1.831
0.900,-0.255,-0.342,4.150,-26.428,-2.380
0.897,-0.257,-0.324,4.700,-28.442,-2.747
0.895,-0.260,-0.299,5.188,-29.297,-2.563
0.890,-0.260,-0.279,5.981,-28.809,-2.197
0.894,-0.264,-0.260,6.592,-27.527,-1.587
0.906,-0.270,-0.238,6.836,-25.635,-1.160
0.918,-0.275,-0.223,6.287,-23.499,-0.183
0.929,-0.274,-0.217,4.944,-21.301,1.404
0.935,-0.265,-0.214,4.028,-19.409,3.052
0.934,-0.262,-0.210,3.052,-17.761,4.150
0.932,-0.259,-0.201,2.075,-15.930,5.127
0.938,-0.248,-0.201,0.549,-13.489,6.042
0.942,-0.229,-0.206,-0.610,-11.169,6.531
0.942,-0.217,-0.207,-0.977,-9.338,6.348
0.933,-0.211,-0.211,-0.061,-7.812,5.676
0.930,-0.213,-0.197,0.916,-6.104,5.005
0.925,-0.221,-0.181,1.038,-4.150,4.700
0.921,-0.219,-0.172,0.000,-1.465,4.578
0.922,-0.215,-0.174,-1.221,1.892,4.272

0.686,-3.996,2.953,267.639,-43.335,-47.546
4.000,-3.842,-0.543,98.389,340.637,161.560
3.468,1.049,-1.911,-181.885,153.259,193.787
2.763,2.882,-1.088,-312.134,-31.799,131.714
1.655,1.079,0.661,-86.548,-142.944,30.273
0.533,-0.333,1.130,100.769,-160.828,-28.625
-0.011,-0.747,1.425,133.423,-118.103,-19.775
0.377,-0.380,1.313,69.458,-65.430,-2.747
0.692,-0.198,1.182,-1.831,-10.742,-3.601
0.697,-0.015,1.119,-48.218,32.532,-9.216
0.746,0.053,1.019,-73.059,72.632,-9.583
0.835,0.014,0.900,-78.125,109.802,-2.808
0.902,-0.121,0.720,-78.552,136.841,2.197
0.979,-0.278,0.538,-87.341,152.954,3.784
1.042,-0.373,0.352,-105.713,159.180,5.676
0.987,-0.396,0.170,-124.695,161.072,6.409
0.832,-0.387,-0.004,-135.010,164.185,2.991
0.665,-0.394,-0.176,-131.653,172.119,-2.319
0.557,-0.431,-0.331,-117.859,183.655,-7.324
0.552,-0.497,-0.449,-99.976,194.336,-9.521
0.557,-0.589,-0.545,-84.045,200.867,-5.798
0.577,-0.667,-0.625,-75.500,201.294,3.662
0.619,-0.729,-0.692,-73.730,194.641,15.869
0.594,-0.741,-0.737,-76.904,182.800,27.283
0.552,-0.727,-0.786,-80.688,170.532,36.438
0.539,-0.690,-0.823,-82.703,158.203,42.480
0.528,-0.645,-0.844,-81.543,145.325,46.631
0.506,-0.587,-0.854,-77.454,133.484,49.866
0.491,-0.542,-0.863,-70.313,124.329,52.246
0.498,-0.502,-0.860,-61.768,118.103,54.626
0.505,-0.461,-0.848,-54.016,113.953,56.824
0.547,-0.427,-0.840,-47.058,110.901,57.800
0.580,-0.400,-0.849,-40.222,106.873,57.007
0.608,-0.372,-0.849,-33.447,100.891,54.260
0.615,-0.336,-0.843,-27.405,93.506,50.720
0.602,-0.298,-0.831,-22.522,86.914,47.119
0.602,-0.270,-0.816,-17.334,81.543,43.396
0.626,-0.250,-0.804,-13.123,77.332,39.795
0.653,-0.233,-0.795,-9.766,73.059,36.682
0.659,-0.206,-0.781,-7.507,68.237,33.752
0.684,-0.186,-0.772,-5.310,63.110,31.189
0.707,-0.173,-0.755,-3.601,57.190,29.602
0.712,-0.160,-0.742,-2.930,50.903,28.625
0.702,-0.145,-0.741,-2.930,45.837,27.954
0.704,-0.128,-0.751,-2.991,42.053,27.039
0.698,-0.102,-0.763,-2.441,39.124,25.452
0.694,-0.084,-0.790,-1.282,36.499,23.682
0.687,-0.077,-0.810,0.366,32.776,21.851
0.659,-0.069,-0.817,0.732,28.320,20.264
0.731,-0.063,-0.822,0.000,23.987,19.104
0.736,-0.074,-0.813,-0.305,20.142,18.494
0.750,-0.067,-0.814,-1.953,13.916,18.005
0.758,-0.050,-0.809,-3.357,6.714,17.151
0.739,-0.050,-0.784,-2.930,-0.671,15.137
0.745,-0.062,-0.739,-2.014,-6.897,12.634
0.765,-0.073,-0.688,-1.343,-11.353,10.498
0.781,-0.086,-0.654,-0.793,-14.038,8.728
0.791,-0.089,-0.628,-0.610,-15.930,7.568
0.789,-0.078,-0.610,-1.099,-17.029,6.348
0.779,-0.082,-0.593,-1.038,-17.334,5.493
0.770,-0.091,-0.578,-0.977,-16.663,4.883
0.766,-0.085,-0.576,-1.282,-14.771,3.906
0.765,-0.079,-0.585,-1.709,-13.245,2.014
0.760,-0.076,-0.593,-1.648,-12.695,-0.366
0.755,-0.074,-0.592,-1.465,-12.817,-2.441
0.758,-0.073,-0.600,-0.854,-13.550,-5.066
0.770,-0.068,-0.595,0.366,-14.832,-7.996
0.781,-0.079,-0.598,2.014,-16.479,-10.803
0.796,-0.095,-0.590,3.235,-18.738,-13.000
0.811,-0.107,-0.575,3.357,-22.034,-14.343
0.820,-0.113,-0.560,1.648,-25.391,-14.832
0.831,-0.119,-0.542,-0.305,-28.198,-14.648
0.844,-0.126,-0.515,-1.831,-30.884,-14.648
0.840,-0.138,-0.490,-2.686,-32.837,-14.465
0.827,-0.150,-0.476,-3.967,-33.203,-13.733
0.821,-0.156,-0.466,-6.042,-32.166,-12.939
0.838,-0.166,-0.459,-7.568,-30.212,-12.512
0.827,-0.175,-0.450,-8.423,-27.771,-12.146
0.819,-0.178,-0.453,-9.399,-25.330,-11.414
0.850,-0.187,-0.460,-9.827,-22.705,-10.620
0.859,-0.196,-0.470,-9.827,-21.973,-10.681
0.846,-0.198,-0.478,-9.094,-22.278,-11.475
0.850,-0.203,-0.478,-7.690,-23.193,-12.146
0.857,-0.221,-0.469,-5.066,-24.475,-13.855
0.841,-0.248,-0.451,-2.136,-25.024,-15.564
0.827,-0.280,-0.442,-0.732,-23.987,-16.541
0.825,-0.302,-0.434,-0.732,-22.339,-16.296
0.814,-0.314,-0.422,-1.587,-20.386,-15.503
0.811,-0.323,-0.407,-2.441,-17.456,-13.611
0.815,-0.329,-0.399,-3.784,-13.794,-11.169
0.833,-0.326,-0.399,-5.554,-9.460,-8.301
0.847,-0.312,-0.405,-6.653,-5.249,-5.737
0.853,-0.301,-0.413,-6.592,-2.197,-3.906
0.848,-0.296,-0.416,-5.188,0.610,-2.441
0.849,-0.289,-0.419,-4.150,3.540,-1.404
0.859,-0.286,-0.428,-3.662,6.592,-0.854
0.870,-0.286,-0.443,-3.845,8.606,-0.305
0.882,-0.269,-0.459,-4.272,8.850,-0.061
0.883,-0.252,-0.474,-4.761,7.324,-0.244
0.875,-0.245,-0.477,-4.089,4.944,-0.549
0.868,-0.242,-0.475,-2.747,2.930,-0.671
0.854,-0.240,-0.469,-1.465,1.282,-0.549
0.837,-0.229,-0.466,-0.244,0.488,-0.122
0.826,-0.228,-0.465,1.282,0.732,0.244
0.821,-0.230,-0.470,2.625,1.465,0.977
0.821,-0.227,-0.480,3.235,2.014,2.014
0.823,-0.234,-0.485,2.869,2.502,2.808
0.823,-0.232,-0.493,2.319,2.808,3.662
0.829,-0.234,-0.494,1.221,2.930,4.211
0.838,-0.233,-0.501,-0.488,2.808,5.127
0.852,-0.229,-0.501,-1.587,1.770,5.859
0.859,-0.224,-0.497,-2.197,0.122,6.470
0.855,-0.218,-0.487,-2.319,-1.892,6.775
0.841,-0.217,-0.470,-1.831,-3.601,6.714
0.824,-0.229,-0.447,-1.343,-3.967,6.958
0.819,-0.238,-0.422,-1.770,-3.113,7.690
0.823,-0.241,-0.403,-3.845,-0.916,8.789
0.822,-0.242,-0.392,-6.653,2.014,10.376
0.834,-0.235,-0.381,-9.460,5.676,12.146

-0.502,-0.567,2.732,153.137,-415.894,-102.783
-0.630,-4.000,4.000,280.518,-190.125,-93.811
3.254,-4.000,-1.023,-60.486,294.373,140.564
4.000,0.394,0.355,-137.268,237.244,281.189
3.531,3.095,-1.219,-284.668,47.119,182.922
1.817,2.136,0.784,-125.183,-43.213,79.834
0.420,0.246,1.447,142.212,-61.401,-21.118
-0.463,-1.796,2.021,239.685,-12.939,-43.335
-0.178,-1.237,1.731,97.778,61.401,9.399
0.851,-0.099,1.312,-94.849,124.268,38.513
1.145,0.396,0.965,-171.814,153.198,42.664
0.992,0.523,0.736,-165.283,159.973,35.034
0.842,0.366,0.469,-138.062,163.940,30.273
0.815,0.137,0.203,-122.375,168.152,26.733
0.829,-0.009,-0.036,-125.488,171.326,20.691
0.813,-0.093,-0.210,-138.977,170.776,9.094
0.721,-0.141,-0.383,-147.339,169.739,-7.324
0.627,-0.213,-0.583,-141.968,171.936,-26.489
0.467,-0.327,-0.801,-127.502,175.903,-41.260
0.412,-0.479,-0.958,-112.305,176.208,-47.974
0.440,-0.658,-1.039,-102.112,170.654,-44.800
0.443,-0.803,-1.074,-97.900,157.776,-33.325
0.471,-0.875,-1.084,-99.060,138.428,-19.043
0.446,-0.897,-1.080,-97.900,115.784,-8.606
0.374,-0.891,-1.067,-91.064,93.323,0.061
0.351,-0.860,-1.039,-79.834,73.730,9.399
0.375,-0.819,-1.018,-66.406,56.824,18.372
0.403,-0.750,-0.978,-55.847,44.067,27.466
0.465,-0.701,-0.895,-47.363,35.828,36.011
0.541,-0.659,-0.815,-41.504,30.640,43.823
0.620,-0.603,-0.747,-39.917,26.184,49.866
0.668,-0.530,-0.693,-40.588,20.996,52.917
0.708,-0.451,-0.645,-40.344,15.442,53.528
0.730,-0.397,-0.587,-36.499,10.071,51.025
0.745,-0.365,-0.531,-30.823,6.409,47.424
0.755,-0.321,-0.489,-25.085,5.432,43.213
0.773,-0.292,-0.454,-19.287,7.507,38.635
0.827,-0.280,-0.436,-13.428,11.169,34.119
0.831,-0.264,-0.434,-9.583,15.259,30.273
0.826,-0.221,-0.466,-8.606,18.799,28.320
0.837,-0.199,-0.494,-6.897,20.508,26.733
0.844,-0.191,-0.501,-4.700,20.630,24.414
0.842,-0.183,-0.508,-3.662,20.203,22.339
0.854,-0.175,-0.525,-4.211,19.653,20.325
0.873,-0.159,-0.546,-4.822,17.944,17.212
0.880,-0.139,-0.566,-4.028,13.672,13.123
0.870,-0.149,-0.567,-2.014,7.507,8.606
0.847,-0.173,-0.538,-1.160,2.563,5.676
0.840,-0.199,-0.493,-3.723,0.671,5.615
0.842,-0.222,-0.459,-7.996,1.221,7.324
0.847,-0.215,-0.454,-13.306,3.784,9.827
0.872,-0.202,-0.461,-18.250,6.042,12.573
0.880,-0.190,-0.468,-21.301,6.653,12.817
0.874,-0.186,-0.467,-22.339,7.141,11.963
0.884,-0.186,-0.465,-21.484,7.324,11.597
0.899,-0.190,-0.473,-19.775,6.348,10.071
0.898,-0.179,-0.477,-17.029,4.578,7.385
0.880,-0.204,-0.476,-12.939,2.625,4.822
0.865,-0.224,-0.468,-9.399,1.404,3.723
0.851,-0.221,-0.477,-7.629,1.587,3.601
0.764,-0.223,-0.524,-6.226,2.625,3.662
0.867,-0.232,-0.484,-6.653,5.188,5.249
0.859,-0.268,-0.493,-8.484,2.197,1.404
0.774,-0.211,-0.491,-9.399,3.540,0.916
0.826,-0.220,-0.496,-9.155,5.371,5.920
0.816,-0.226,-0.501,-7.568,4.456,3.845
0.794,-0.227,-0.497,-6.226,3.784,3.235
0.824,-0.227,-0.496,-5.249,3.113,3.174
0.848,-0.234,-0.491,-3.052,1.770,2.197
0.842,-0.258,-0.480,-1.953,-0.183,2.380
0.841,-0.258,-0.478,-3.113,-1.953,3.662
0.840,-0.245,-0.476,-4.883,-3.174,5.127
0.837,-0.227,-0.474,-6.042,-3.906,6.042
0.834,-0.215,-0.468,-5.859,-4.333,6.165
0.827,-0.209,-0.461,-4.456,-5.188,5.493
0.824,-0.216,-0.450,-3.418,-5.859,4.883
0.811,-0.217,-0.432,-3.235,-5.554,4.456
0.825,-0.218,-0.420,-3.784,-4.639,3.662
0.846,-0.211,-0.410,-4.150,-3.540,3.174
0.855,-0.205,-0.403,-3.601,-2.808,2.625
0.861,-0.211,-0.396,-2.014,-2.075,1.709
0.865,-0.209,-0.397,-0.793,-1.282,1.160
0.871,-0.202,-0.403,0.793,-0.183,0.122
0.878,-0.198,-0.409,2.747,1.038,-0.977
0.887,-0.209,-0.413,4.944,1.709,-2.136
0.891,-0.232,-0.410,6.653,1.526,-3.418
0.887,-0.248,-0.402,7.019,1.221,-4.028
0.892,-0.266,-0.394,6.287,0.977,-3.967
0.899,-0.273,-0.391,5.249,0.671,-3.540
0.897,-0.271,-0.392,4.395,0.244,-2.930
0.895,-0.272,-0.392,3.967,-0.427,-2.380
0.888,-0.272,-0.392,4.395,-1.221,-1.953
0.881,-0.270,-0.393,4.883,-1.343,-1.831
0.887,-0.270,-0.390,5.615,-1.465,-1.648
0.876,-0.278,-0.385,6.409,-1.709,-1.526
0.870,-0.275,-0.380,5.676,-1.648,-1.160
0.882,-0.271,-0.382,4.456,-1.465,-0.366
0.884,-0.266,-0.380,3.418,-1.465,0.427
0.892,-0.263,-0.375,2.747,-1.831,0.793
0.897,-0.262,-0.366,2.441,-1.953,1.343
0.892,-0.259,-0.364,2.136,-1.831,2.014
0.896,-0.256,-0.366,1.404,-1.648,2.380
0.889,-0.245,-0.367,1.282,-1.465,2.075
0.875,-0.243,-0.365,2.075,-1.587,1.343
0.881,-0.247,-0.359,2.625,-1.343,1.404
0.884,-0.255,-0.365,2.808,-0.610,1.587
0.885,-0.258,-0.374,1.953,0.061,2.197
0.884,-0.255,-0.381,0.488,0.366,2.930
0.887,-0.250,-0.389,-0.549,0.183,3.479
0.887,-0.241,-0.393,-1.160,-0.610,4.028
0.880,-0.233,-0.392,-1.465,-1.587,4.333
0.890,-0.230,-0.393,-1.099,-2.380,4.333
0.859,-0.226,-0.389,-0.305,-2.869,3.601
0.849,-0.218,-0.388,-0.244,-3.052,3.235
0.874,-0.215,-0.387,-0.549,-2.380,3.479
0.869,-0.219,-0.391,-0.671,-2.014,3.296
0.864,-0.208,-0.397,-1.282,-1.526,3.418
0.862,-0.201,-0.400,-1.282,-1.282,3.357
0.863,-0.197,-0.404,-0.977,-1.221,2.869

-0.130,-0.764,-1.826,33.325,26.489,19.958
-0.161,-0.705,-1.958,50.537,4.822,8.362
-0.256,-0.670,-2.088,76.477,-24.048,-7.446
-0.316,-0.649,-2.215,105.408,-60.303,-28.015
-0.262,-0.627,-2.283,133.850,-101.257,-50.537
-0.162,-0.613,-2.223,160.767,-147.278,-69.824
-0.015,-0.577,-2.063,187.073,-208.496,-90.942
0.090,-0.574,-1.776,217.346,-289.612,-119.751
0.075,-0.636,-1.377,248.352,-374.878,-151.672
0.030,-0.742,-0.865,267.090,-447.754,-173.584
-0.032,-0.835,-0.358,265.991,-508.179,-180.542
-0.130,-0.892,0.176,242.615,-557.617,-175.171
0.010,-0.900,0.857,205.383,-600.037,-157.043
0.043,-0.728,2.131,170.349,-630.371,-128.540
-3.214,-3.947,4.000,221.924,-477.234,-126.526
3.274,-4.000,0.883,249.451,158.081,65.918
4.000,-0.221,0.399,45.593,227.234,266.968
3.540,3.180,-1.106,-280.090,3.967,189.941
1.269,1.411,2.375,-125.977,-93.933,60.181
-0.651,-1.359,3.505,53.894,-49.744,36.438
-0.054,-1.091,2.280,-28.137,64.026,85.632
1.052,0.950,1.414,-193.909,144.836,119.080
1.360,1.140,0.989,-211.365,167.603,77.576
1.242,0.953,0.830,-139.526,168.579,27.161
1.093,0.622,0.643,-80.322,173.645,-6.897
0.936,0.245,0.385,-73.669,178.162,-30.945
0.835,0.124,0.101,-100.891,176.880,-48.462
0.844,0.027,-0.149,-130.066,167.297,-65.796
0.802,-0.109,-0.330,-145.203,152.527,-83.191
0.613,-0.205,-0.509,-142.639,140.991,-98.389
0.422,-0.364,-0.714,-125.671,140.442,-108.337
0.198,-0.564,-0.877,-104.492,150.513,-107.300
0.088,-0.745,-1.049,-91.797,164.429,-94.788
0.156,-0.878,-1.224,-90.942,172.913,-74.463
0.254,-0.984,-1.378,-96.924,166.870,-54.443
0.363,-1.011,-1.462,-105.469,144.348,-37.842
0.409,-0.959,-1.460,-107.605,111.877,-26.367
0.383,-0.885,-1.417,-99.304,76.050,-18.311
0.347,-0.795,-1.357,-82.581,44.128,-11.353
0.373,-0.733,-1.274,-60.974,17.761,-7.263
0.386,-0.688,-1.166,-38.452,-3.357,-6.287
0.469,-0.683,-1.046,-19.897,-18.005,-5.127
0.531,-0.692,-0.937,-6.165,-27.954,-4.883
0.562,-0.705,-0.854,0.977,-33.691,-3.540
0.543,-0.699,-0.786,2.014,-36.682,-1.038
0.563,-0.683,-0.709,-3.418,-37.292,4.028
0.619,-0.652,-0.630,-11.230,-36.072,10.315
0.673,-0.603,-0.561,-18.005,-34.180,15.991
0.722,-0.562,-0.516,-22.644,-31.982,21.362
0.774,-0.504,-0.484,-25.146,-30.334,26.306
0.834,-0.436,-0.465,-25.085,-29.114,30.579
0.879,-0.370,-0.462,-21.545,-27.893,32.715
0.901,-0.314,-0.460,-15.808,-26.978,33.020
0.926,-0.284,-0.441,-9.827,-26.917,31.433
0.951,-0.266,-0.439,-3.845,-29.419,28.320
0.926,-0.246,-0.419,0.732,-32.715,24.109
0.868,-0.237,-0.389,3.174,-33.386,20.020
0.830,-0.237,-0.344,3.052,-31.006,17.639
0.832,-0.248,-0.297,1.465,-25.757,16.357
0.879,-0.264,-0.258,-0.732,-18.738,16.113
0.937,-0.286,-0.244,-3.845,-12.024,17.212
0.972,-0.286,-0.244,-8.240,-7.141,19.775
1.001,-0.269,-0.253,-13.306,-4.456,22.705
1.017,-0.237,-0.266,-17.395,-4.150,25.574
1.020,-0.200,-0.280,-19.043,-4.822,27.710
1.011,-0.172,-0.285,-18.127,-6.287,28.564
1.004,-0.151,-0.283,-14.954,-7.935,28.015
0.997,-0.134,-0.277,-10.986,-9.888,27.283
0.972,-0.141,-0.269,-5.920,-11.780,26.306
0.905,-0.149,-0.250,-2.075,-12.329,24.719
0.834,-0.168,-0.231,0.671,-9.521,23.499
0.970,-0.221,-0.198,0.000,-4.211,18.066
0.897,-0.232,-0.210,-2.136,-3.174,6.897
0.828,-0.203,-0.212,-3.540,3.479,5.432
0.861,-0.184,-0.232,-3.418,9.827,9.766
0.870,-0.204,-0.257,-0.854,13.611,5.188
0.870,-0.218,-0.273,2.136,16.968,-0.488
0.881,-0.228,-0.298,2.930,18.127,-1.343
0.876,-0.234,-0.318,3.723,18.433,-1.526
0.853,-0.246,-0.339,4.028,17.822,-2.686
0.856,-0.255,-0.354,3.418,16.724,-3.113
0.880,-0.266,-0.364,2.014,14.282,-2.380
0.880,-0.272,-0.362,1.282,10.437,-1.465
0.874,-0.280,-0.354,1.221,6.470,-0.793
0.880,-0.288,-0.346,1.099,2.686,-0.183
0.889,-0.295,-0.331,0.854,-0.732,0.671
0.891,-0.294,-0.313,0.366,-3.479,1.831
0.884,-0.282,-0.303,-0.488,-4.944,2.869
0.886,-0.271,-0.299,-1.038,-5.798,3.052
0.896,-0.268,-0.288,-1.343,-6.348,3.296
0.897,-0.260,-0.278,-1.343,-6.836,3.235
0.893,-0.252,-0.269,-1.343,-6.714,3.113
0.891,-0.246,-0.257,-0.977,-6.287,2.563
0.888,-0.245,-0.250,-0.061,-5.371,1.709
0.888,-0.250,-0.244,0.977,-4.150,0.488
0.894,-0.258,-0.237,2.197,-2.930,-0.916
0.911,-0.271,-0.232,3.357,-1.465,-1.770
0.917,-0.287,-0.230,4.639,-0.977,-2.686
0.907,-0.300,-0.224,5.066,-0.916,-2.991
0.904,-0.309,-0.218,4.639,-0.122,-2.563
