aX,aY,aZ,gX,gY,gZ
0.564,-0.627,-0.881,-66.711,136.963,23.743
0.543,-0.649,-0.925,-66.895,123.169,29.907
0.518,-0.622,-0.951,-69.031,106.995,33.264
0.468,-0.566,-0.962,-68.970,90.332,35.217
0.454,-0.523,-0.948,-64.819,75.806,36.804
0.471,-0.490,-0.934,-57.373,64.087,38.025
0.492,-0.458,-0.899,-49.927,54.321,40.283
0.516,-0.434,-0.851,-42.847,45.471,42.114
0.544,-0.412,-0.799,-35.889,36.987,42.725
0.586,-0.394,-0.753,-30.151,29.480,41.931
0.602,-0.372,-0.711,-26.062,22.583,40.649
0.620,-0.346,-0.657,-25.208,17.700,40.344
0.648,-0.307,-0.609,-25.208,15.381,40.955
0.673,-0.272,-0.579,-23.743,15.442,41.321
0.715,-0.252,-0.557,-21.362,16.602,40.710
0.755,-0.223,-0.548,-19.226,17.639,38.940
0.779,-0.191,-0.529,-17.334,16.968,36.377
0.801,-0.168,-0.511,-15.320,15.015,32.654
0.798,-0.152,-0.489,-12.817,12.939,27.649
0.792,-0.157,-0.467,-10.681,11.536,21.851
0.802,-0.156,-0.451,-8.972,11.658,16.907
0.806,-0.143,-0.452,-7.385,12.817,11.475
0.818,-0.139,-0.461,-5.310,15.198,7.935
0.821,-0.143,-0.479,-3.174,17.334,5.127
0.821,-0.153,-0.506,-2.014,19.287,3.601
0.835,-0.141,-0.522,-1.831,20.569,3.662
0.857,-0.145,-0.526,0.183,21.301,4.456
0.872,-0.150,-0.539,3.296,20.264,3.784
0.888,-0.183,-0.550,5.005,17.273,3.784
0.903,-0.212,-0.542,3.662,12.146,4.150
0.911,-0.217,-0.520,-0.732,5.981,4.761
0.907,-0.203,-0.489,-5.127,0.854,5.859
0.894,-0.205,-0.458,-7.874,-2.502,6.531
0.882,-0.203,-0.434,-9.521,-4.211,7.141
0.879,-0.193,-0.413,-10.742,-4.578,7.629
0.877,-0.197,-0.415,-11.597,-4.395,6.287
0.855,-0.184,-0.411,-11.780,-3.174,6.287
0.861,-0.182,-0.413,-11.353,-1.160,7.080
0.856,-0.169,-0.416,-9.766,0.610,5.859
0.853,-0.175,-0.429,-7.874,1.953,4.333
0.853,-0.179,-0.437,-5.798,2.991,2.380
0.846,-0.188,-0.449,-3.906,3.174,0.061
0.844,-0.200,-0.454,-1.526,2.869,-1.526
0.849,-0.209,-0.462,1.221,2.930,-2.869
0.850,-0.215,-0.468,3.845,2.563,-4.028
0.843,-0.227,-0.467,5.554,1.587,-5.005
0.833,-0.232,-0.473,5.493,0.549,-5.249
0.817,-0.230,-0.479,4.944,-0.427,-5.310
0.801,-0.243,-0.487,4.272,-0.671,-5.127
0.799,-0.253,-0.493,2.380,-0.732,-4.395
0.809,-0.255,-0.494,-0.183,-1.343,-3.235
0.818,-0.249,-0.490,-2.747,-2.319,-2.014
0.825,-0.243,-0.483,-5.005,-3.540,-1.343
0.833,-0.242,-0.479,-6.104,-4.272,-0.916
0.837,-0.240,-0.474,-6.104,-5.371,-0.549
0.851,-0.237,-0.463,-5.310,-6.714,-0.488
0.882,-0.243,-0.451,-3.845,-8.057,-1.099
0.865,-0.233,-0.432,-2.747,-9.338,-1.770
0.881,-0.236,-0.410,-1.953,-9.705,-1.221
0.878,-0.236,-0.398,-0.916,-10.010,-1.526
0.875,-0.248,-0.384,0.000,-9.460,-2.014
0.860,-0.249,-0.373,0.427,-8.057,-2.563
0.856,-0.256,-0.372,0.366,-5.798,-2.380
0.860,-0.262,-0.376,-0.183,-3.235,-2.014
0.869,-0.259,-0.383,-0.916,-0.732,-1.953
0.887,-0.256,-0.390,-1.038,0.977,-2.075
0.896,-0.266,-0.392,-0.305,1.404,-1.892
0.895,-0.277,-0.394,0.488,1.099,-1.648
0.889,-0.283,-0.393,0.000,0.366,-1.465
0.882,-0.276,-0.392,-0.854,0.000,-1.160
0.881,-0.273,-0.391,-1.099,-0.366,-0.854
0.879,-0.272,-0.391,-0.977,-0.671,-0.488
0.878,-0.265,-0.389,-1.221,-0.793,0.244
0.882,-0.260,-0.386,-1.526,-0.549,0.977
0.887,-0.260,-0.388,-1.709,0.000,1.831
0.890,-0.256,-0.391,-2.258,0.610,2.502
0.895,-0.249,-0.394,-2.747,1.160,2.808
0.897,-0.242,-0.398,-2.747,1.343,2.625
0.892,-0.241,-0.394,-2.563,1.160,2.319
0.887,-0.247,-0.393,-2.869,1.282,2.014
0.888,-0.247,-0.394,-3.357,1.526,2.014
0.890,-0.242,-0.398,-3.845,1.648,1.892
0.891,-0.240,-0.401,-3.662,1.526,1.587
0.892,-0.238,-0.401,-3.113,1.404,1.038
0.889,-0.236,-0.406,-2.930,0.977,0.610
0.884,-0.233,-0.405,-2.197,0.793,0.061
0.876,-0.243,-0.404,-1.648,0.793,-0.305
0.877,-0.246,-0.405,-1.587,0.916,-0.427

-0.099,-0.409,-2.275,99.426,-133.301,-71.472
-0.088,-0.451,-2.267,114.563,-179.504,-80.933
-0.059,-0.482,-2.098,130.798,-233.154,-93.323
-0.097,-0.534,-1.818,143.982,-289.001,-109.863
-0.157,-0.651,-1.423,151.489,-342.041,-124.817
-0.130,-0.772,-0.966,150.940,-386.902,-132.507
-0.107,-0.826,-0.411,141.785,-423.828,-135.010
-0.123,-0.896,0.312,133.911,-447.693,-132.324
-0.526,-1.024,1.083,131.897,-447.021,-118.530
-1.619,-0.420,4.000,419.128,-239.197,-142.151
4.000,-4.000,-3.986,427.979,331.543,-2.747
4.000,-0.381,-0.172,-91.187,176.025,320.068
1.785,3.998,-0.819,-308.594,-49.133,54.321
-0.896,0.255,1.369,-61.829,-38.452,-41.504
-0.780,-2.348,0.856,161.377,76.721,-1.892
1.139,-0.778,0.701,66.284,123.657,89.661
1.623,-0.278,0.768,-30.823,111.450,103.882
1.324,-0.308,0.796,-40.283,93.567,88.806
1.127,-0.190,0.661,-57.190,81.848,92.102
0.829,-0.230,0.475,-96.558,80.688,101.196
0.770,-0.073,0.315,-140.991,87.097,105.286
0.887,0.126,0.176,-158.569,88.867,87.463
0.962,0.199,0.040,-140.015,84.473,48.645
0.878,0.195,-0.077,-99.426,80.078,7.568
0.806,0.038,-0.211,-59.021,84.229,-13.611
0.804,-0.199,-0.346,-36.377,91.553,-16.663
0.777,-0.368,-0.469,-41.992,95.215,-7.874
0.720,-0.389,-0.570,-64.270,93.811,1.099
0.659,-0.388,-0.666,-84.167,90.027,6.409
0.578,-0.350,-0.752,-91.248,85.083,6.531
0.500,-0.307,-0.830,-85.144,81.543,5.127
0.464,-0.296,-0.890,-70.923,78.918,4.517
0.480,-0.337,-0.900,-55.115,74.524,5.066
0.517,-0.387,-0.878,-44.373,66.345,6.592
0.540,-0.408,-0.844,-40.833,54.321,8.423
0.590,-0.419,-0.819,-40.833,41.931,11.047
0.619,-0.416,-0.788,-41.748,30.396,12.390
0.657,-0.392,-0.733,-42.358,20.691,13.977
0.695,-0.368,-0.686,-40.405,13.062,15.930
0.722,-0.355,-0.642,-37.781,7.568,18.311
0.715,-0.344,-0.587,-35.889,4.028,20.691
0.749,-0.321,-0.512,-35.645,3.174,23.743
0.755,-0.307,-0.455,-35.217,4.639,25.330
0.770,-0.297,-0.425,-34.241,7.812,26.306
0.806,-0.279,-0.418,-33.264,11.169,26.001
0.835,-0.259,-0.426,-31.433,13.855,24.231
0.857,-0.249,-0.416,-28.076,14.893,21.973
0.874,-0.240,-0.398,-23.926,15.686,19.409
0.896,-0.243,-0.382,-19.592,17.090,16.968
0.914,-0.244,-0.384,-15.869,18.616,14.893
0.919,-0.245,-0.386,-13.123,19.287,12.878
0.920,-0.257,-0.390,-10.864,19.409,11.475
0.908,-0.269,-0.399,-9.583,18.799,9.949
0.892,-0.260,-0.407,-8.606,18.188,7.324
0.906,-0.262,-0.406,-7.385,17.639,7.996
0.929,-0.281,-0.384,-5.676,15.503,8.728
0.942,-0.284,-0.354,-5.005,12.451,8.362
0.946,-0.292,-0.321,-5.432,9.827,8.484
0.942,-0.316,-0.303,-6.958,7.996,8.545
0.926,-0.297,-0.298,-10.193,7.751,9.583
0.916,-0.277,-0.293,-14.771,8.850,13.184
0.909,-0.254,-0.303,-17.822,10.620,14.771
0.914,-0.237,-0.306,-18.372,12.878,15.015
0.930,-0.225,-0.308,-17.822,14.465,14.709
0.939,-0.199,-0.308,-16.541,15.686,14.526
0.943,-0.186,-0.316,-14.404,16.846,13.855
0.941,-0.183,-0.328,-11.536,17.700,12.939
0.923,-0.178,-0.344,-9.338,18.250,11.780
0.910,-0.172,-0.352,-8.118,18.616,10.254
0.903,-0.169,-0.369,-6.836,19.043,8.301
0.890,-0.163,-0.380,-5.371,19.897,7.629
0.889,-0.175,-0.392,-3.906,20.142,6.653
0.895,-0.180,-0.399,-2.808,19.409,4.822
0.895,-0.187,-0.405,-2.075,18.005,4.272
0.890,-0.184,-0.420,-2.197,15.930,3.540
0.875,-0.185,-0.419,-2.075,13.123,2.625
0.871,-0.196,-0.411,-2.136,10.437,2.319
0.881,-0.194,-0.402,-2.808,8.240,2.380
0.872,-0.192,-0.394,-3.784,6.897,2.136
0.872,-0.192,-0.380,-4.333,5.798,2.075
0.883,-0.196,-0.364,-4.883,4.700,1.709
0.891,-0.199,-0.351,-5.188,4.150,1.465
0.879,-0.197,-0.348,-5.676,3.845,1.160
0.876,-0.197,-0.349,-6.104,3.662,0.610
0.877,-0.187,-0.355,-5.432,4.211,-0.427
0.874,-0.184,-0.363,-3.784,4.639,-1.343
0.873,-0.193,-0.368,-1.526,4.578,-2.747
0.876,-0.214,-0.368,0.671,3.662,-4.211
0.881,-0.231,-0.360,1.892,2.747,-4.883
0.884,-0.242,-0.352,1.465,1.892,-4.944
0.878,-0.247,-0.348,0.366,1.526,-4.578
0.875,-0.251,-0.348,-0.610,1.526,-4.150
0.876,-0.254,-0.352,-1.709,1.831,-3.906
0.880,-0.255,-0.355,-2.686,2.258,-3.723
0.886,-0.259,-0.359,-2.808,2.502,-3.540
0.887,-0.264,-0.363,-2.869,2.563,-2.991
0.891,-0.266,-0.367,-3.540,2.625,-2.441
0.899,-0.271,-0.361,-3.784,2.319,-1.770
0.906,-0.274,-0.350,-4.395,1.953,-1.343
0.911,-0.272,-0.345,-5.249,1.465,-1.099
0.911,-0.264,-0.340,-5.981,0.916,-0.916
0.912,-0.261,-0.336,-5.981,0.549,-0.610
0.909,-0.260,-0.332,-5.310,0.366,-0.488
0.913,-0.259,-0.330,-4.395,0.427,-0.488
0.912,-0.258,-0.324,-3.601,0.488,-0.549
0.907,-0.258,-0.320,-2.991,0.793,-0.610
0.901,-0.255,-0.319,-2.747,1.404,-0.488
0.900,-0.256,-0.323,-2.625,2.075,-0.366
0.898,-0.258,-0.330,-2.441,2.869,-0.549
0.899,-0.260,-0.336,-2.136,3.601,-0.854
0.902,-0.263,-0.348,-1.892,3.723,-1.160
0.899,-0.276,-0.349,-1.221,3.174,-1.221
0.888,-0.284,-0.356,-1.221,2.808,-1.160
0.879,-0.289,-0.364,-1.404,2.319,-0.916
0.873,-0.293,-0.367,-1.648,2.197,-0.183
0.876,-0.294,-0.369,-2.258,2.136,0.916
0.889,-0.292,-0.368,-2.869,1.831,2.136
0.901,-0.284,-0.365,-3.174,1.282,3.235
0.914,-0.282,-0.362,-3.540,0.488,4.517

0.246,-0.505,-1.900,87.158,-79.590,-47.424
0.191,-0.556,-1.945,89.783,-111.572,-48.401
0.153,-0.569,-1.953,93.506,-148.743,-50.964
0.104,-0.539,-1.894,100.586,-191.406,-57.129
0.056,-0.556,-1.723,116.638,-238.525,-68.787
-0.013,-0.593,-1.458,135.254,-285.095,-81.909
-0.130,-0.660,-1.150,152.588,-325.745,-94.299
-0.219,-0.743,-0.729,163.696,-358.459,-101.746
-0.187,-0.831,-0.140,167.114,-382.202,-101.379
-0.078,-0.920,0.559,166.809,-394.653,-93.872
0.004,-0.733,1.813,164.490,-393.494,-79.163
-1.428,-3.108,4.000,627.686,-128.174,-136.780
3.568,-4.000,-4.000,502.197,420.776,64.209
4.000,0.790,-0.831,-86.609,97.839,357.544
1.896,3.835,0.877,-312.561,-124.573,-6.714
-1.991,-1.731,2.442,-113.892,-69.641,-87.524
-0.453,-1.619,0.880,-75.867,90.881,19.165
1.887,0.753,0.522,-150.513,140.015,107.544
1.028,0.572,0.826,-94.055,121.887,80.505
0.914,0.012,0.901,-10.742,113.647,41.504
1.180,-0.201,0.730,0.061,113.342,38.086
0.903,-0.328,0.548,-46.021,114.441,43.213
0.914,-0.138,0.345,-109.802,117.126,47.485
1.065,0.023,0.103,-145.508,117.126,38.696
1.056,0.135,-0.076,-143.677,109.802,16.541
0.920,0.114,-0.198,-114.136,101.501,-6.653
0.779,-0.075,-0.330,-75.195,100.098,-23.743
0.695,-0.292,-0.475,-48.828,105.103,-30.579
0.679,-0.433,-0.602,-43.640,109.131,-28.625
0.666,-0.505,-0.703,-50.720,108.215,-23.987
0.619,-0.541,-0.794,-59.326,103.455,-19.287
0.559,-0.558,-0.877,-62.561,96.497,-15.442
0.505,-0.562,-0.932,-58.411,88.257,-11.963
0.479,-0.564,-0.955,-48.706,78.491,-9.460
0.510,-0.563,-0.950,-37.842,67.871,-7.751
0.542,-0.591,-0.907,-29.297,56.580,-3.418
0.559,-0.590,-0.866,-24.841,44.556,0.793
0.564,-0.557,-0.846,-23.621,34.363,5.859
0.598,-0.532,-0.826,-23.560,26.917,11.169
0.620,-0.496,-0.801,-24.170,19.958,14.587
0.649,-0.439,-0.770,-24.231,13.977,17.334
0.723,-0.394,-0.714,-21.179,8.789,19.470
0.755,-0.360,-0.640,-15.564,3.174,19.958
0.809,-0.355,-0.551,-10.437,-2.136,19.897
0.833,-0.343,-0.473,-7.263,-6.287,18.799
0.821,-0.326,-0.406,-5.737,-8.362,17.517
0.843,-0.303,-0.354,-4.822,-8.423,16.968
0.877,-0.282,-0.328,-3.479,-8.301,15.686
0.880,-0.266,-0.307,-2.869,-8.057,13.855
0.887,-0.263,-0.260,-2.686,-6.653,12.756
0.918,-0.264,-0.217,-3.357,-4.578,11.475
0.944,-0.248,-0.193,-3.784,-1.709,10.925
0.970,-0.250,-0.198,-3.723,1.099,10.193
0.968,-0.247,-0.211,-4.150,2.380,7.751
0.952,-0.239,-0.197,-4.761,2.991,4.761
0.948,-0.244,-0.184,-6.714,3.967,2.808
0.947,-0.241,-0.186,-7.812,5.981,1.099
0.947,-0.245,-0.204,-7.263,7.507,0.183
0.943,-0.255,-0.226,-6.287,7.996,-0.977
0.931,-0.253,-0.253,-5.676,7.996,-2.136
0.911,-0.263,-0.295,-5.066,8.972,-3.662
0.900,-0.262,-0.342,-4.639,9.583,-5.432
0.891,-0.259,-0.381,-3.662,10.315,-6.653
0.892,-0.255,-0.414,-3.052,9.949,-7.935
0.884,-0.254,-0.421,-1.526,8.606,-9.583
0.894,-0.281,-0.421,0.610,6.714,-11.230
0.905,-0.302,-0.408,2.808,4.272,-11.963
0.905,-0.322,-0.390,3.601,1.587,-11.230
0.903,-0.327,-0.373,4.089,-0.854,-9.949
0.902,-0.331,-0.356,4.822,-2.747,-8.789
0.896,-0.348,-0.329,5.554,-3.845,-6.104
0.892,-0.346,-0.308,5.432,-3.845,-2.747
0.900,-0.340,-0.292,4.028,-3.174,-0.061
0.912,-0.336,-0.273,2.136,-2.747,2.136
0.915,-0.323,-0.265,0.366,-2.441,3.662
0.917,-0.312,-0.256,-0.671,-2.441,4.517
0.917,-0.311,-0.240,-0.549,-3.052,4.578
0.917,-0.302,-0.222,-0.244,-3.845,4.089
0.909,-0.301,-0.206,0.061,-4.456,3.052
0.899,-0.303,-0.188,0.244,-4.517,1.953
0.902,-0.309,-0.176,0.793,-3.906,1.343
0.906,-0.313,-0.173,1.038,-2.991,0.854
0.911,-0.313,-0.179,0.183,-2.197,1.099
0.916,-0.311,-0.183,-0.793,-1.404,1.221
0.917,-0.312,-0.191,-1.404,-0.854,1.465
0.916,-0.315,-0.193,-1.648,-0.671,1.648
0.922,-0.315,-0.187,-2.075,-0.671,1.953
0.925,-0.318,-0.183,-2.747,-0.183,2.258
0.924,-0.318,-0.189,-3.540,0.305,2.686
0.921,-0.311,-0.195,-4.333,0.793,3.174
0.917,-0.309,-0.200,-4.517,1.587,3.296
0.918,-0.305,-0.206,-4.028,2.625,3.113
0.915,-0.306,-0.215,-3.296,3.662,2.747
0.911,-0.309,-0.225,-2.625,4.517,2.747
0.910,-0.310,-0.240,-2.502,5.066,2.747
0.899,-0.305,-0.250,-2.136,5.005,2.563
0.895,-0.306,-0.256,-2.075,5.127,2.136
0.902,-0.303,-0.268,-1.892,5.737,2.014
0.902,-0.300,-0.275,-1.099,6.042,1.831
0.907,-0.308,-0.278,0.305,5.676,1.587
0.904,-0.313,-0.276,1.038,5.127,1.099
0.891,-0.308,-0.273,0.610,4.578,0.793
0.887,-0.306,-0.274,0.000,4.578,0.366
0.889,-0.296,-0.281,0.061,5.188,-0.061
0.894,-0.297,-0.286,0.793,5.249,-0.671
0.893,-0.304,-0.286,2.258,4.883,-1.160
0.896,-0.309,-0.281,2.991,4.333,-1.343
0.898,-0.312,-0.276,3.479,4.150,-1.465
0.901,-0.319,-0.274,3.235,4.089,-1.404
0.904,-0.314,-0.280,2.075,3.845,-1.099
0.907,-0.309,-0.279,0.854,3.235,-0.854
0.911,-0.309,-0.267,-0.244,2.502,-0.366
0.922,-0.304,-0.260,-1.160,2.197,0.061
0.925,-0.304,-0.261,-2.136,1.953,0.427
0.919,-0.300,-0.263,-3.296,1.770,0.732
0.919,-0.303,-0.253,-4.150,1.892,0.916
0.928,-0.312,-0.245,-4.883,2.808,1.587
0.936,-0.310,-0.247,-5.737,3.601,2.075
0.939,-0.303,-0.245,-6.470,3.662,2.197

-0.308,-0.406,-2.009,89.966,-28.687,-37.842
-0.296,-0.442,-2.094,96.497,-54.932,-43.396
-0.276,-0.462,-2.105,101.929,-90.332,-50.598
-0.247,-0.496,-2.122,108.887,-131.287,-62.378
-0.133,-0.573,-2.060,113.586,-179.321,-75.317
-0.040,-0.657,-1.827,116.699,-238.037,-87.891
-0.053,-0.726,-1.503,118.408,-303.528,-101.013
-0.143,-0.743,-1.160,115.662,-363.281,-112.305
-0.154,-0.789,-0.742,113.342,-411.377,-119.080
-0.028,-0.886,-0.187,112.122,-454.529,-121.277
0.106,-0.939,0.502,105.713,-496.155,-116.516
0.167,-0.924,1.437,98.877,-522.217,-106.567
0.178,2.935,4.000,223.816,-501.648,-112.183
1.253,-4.000,0.473,514.587,-17.944,-144.775
2.152,-3.399,1.580,-153.198,279.785,331.665
2.782,4.000,-1.507,-246.155,119.446,247.070
2.237,2.274,1.515,-110.107,27.039,13.000
0.293,-2.676,2.045,172.424,68.542,-7.935
0.694,-1.950,1.417,101.563,115.601,59.692
1.302,0.101,0.962,-95.825,120.728,114.746
1.119,0.204,0.931,-147.400,110.718,89.905
1.023,0.364,0.858,-122.009,112.488,66.345
0.948,0.344,0.586,-100.220,126.953,60.852
0.879,0.122,0.429,-99.609,140.808,56.274
0.909,0.021,0.235,-122.314,146.912,50.964
0.930,0.031,0.018,-150.085,141.479,36.560
0.836,0.092,-0.145,-158.691,129.456,8.972
0.716,0.051,-0.316,-139.404,123.718,-22.156
0.586,-0.084,-0.531,-103.821,127.319,-48.218
0.507,-0.289,-0.692,-72.449,138.428,-59.143
0.478,-0.497,-0.814,-57.251,146.423,-59.692
0.465,-0.643,-0.915,-57.251,146.667,-54.016
0.417,-0.761,-1.013,-61.340,140.137,-46.021
0.359,-0.845,-1.094,-63.599,128.357,-39.246
0.302,-0.870,-1.134,-62.500,114.380,-31.433
0.278,-0.868,-1.150,-57.800,100.647,-20.569
0.292,-0.871,-1.167,-51.697,88.257,-7.080
0.347,-0.874,-1.151,-48.218,75.806,8.606
0.380,-0.843,-1.115,-47.852,62.561,24.292
0.397,-0.782,-1.084,-49.622,49.744,35.095
0.413,-0.716,-1.046,-51.147,40.100,41.748
0.460,-0.630,-1.001,-49.866,32.837,45.654
0.532,-0.574,-0.943,-44.556,26.123,45.654
0.584,-0.532,-0.879,-35.828,18.555,43.091
0.627,-0.495,-0.808,-26.184,10.803,39.429
0.677,-0.467,-0.727,-15.686,3.418,35.522
0.715,-0.476,-0.626,-7.019,-2.441,32.532
0.730,-0.475,-0.526,-3.479,-5.615,31.738
0.733,-0.441,-0.465,-4.456,-5.310,33.081
0.748,-0.398,-0.440,-6.409,-2.441,36.133
0.782,-0.361,-0.428,-8.362,1.526,39.917
0.803,-0.306,-0.426,-9.216,5.432,41.382
0.802,-0.261,-0.424,-8.423,7.996,40.100
0.816,-0.254,-0.412,-7.019,10.620,37.842
0.833,-0.235,-0.411,-6.348,13.123,34.424
0.836,-0.193,-0.423,-5.249,15.320,29.846
0.846,-0.183,-0.442,-1.465,16.663,24.658
0.867,-0.192,-0.461,3.479,16.846,19.226
0.885,-0.202,-0.469,7.324,15.381,15.015
0.888,-0.199,-0.468,9.216,11.902,11.536
0.880,-0.201,-0.460,10.315,8.423,8.850
0.869,-0.221,-0.453,10.376,5.310,7.629
0.854,-0.239,-0.448,8.362,3.235,7.874
0.846,-0.245,-0.440,5.066,2.319,8.728
0.860,-0.258,-0.429,0.732,1.770,9.827
0.848,-0.240,-0.417,-3.784,1.282,10.864
0.853,-0.232,-0.407,-7.263,1.099,13.306
0.859,-0.230,-0.407,-8.301,1.038,13.672
0.858,-0.214,-0.420,-8.545,0.916,12.939
0.851,-0.204,-0.430,-7.385,-0.183,11.719
0.833,-0.186,-0.434,-4.944,-1.770,9.460
0.825,-0.178,-0.434,-1.526,-2.869,6.470
0.842,-0.193,-0.426,2.380,-3.235,3.906
0.858,-0.210,-0.415,5.554,-3.662,1.465
0.863,-0.214,-0.412,7.141,-4.883,-0.610
0.863,-0.221,-0.402,7.629,-6.348,-1.892
0.861,-0.232,-0.388,8.362,-7.263,-2.869
0.858,-0.250,-0.378,8.362,-7.446,-3.174
0.852,-0.261,-0.373,8.240,-7.141,-3.174
0.851,-0.272,-0.364,8.301,-6.653,-3.174
0.850,-0.278,-0.362,7.446,-5.615,-2.747
0.854,-0.277,-0.358,5.493,-4.822,-1.953
0.864,-0.282,-0.349,4.150,-3.723,-1.526
0.880,-0.288,-0.346,2.930,-2.563,-1.099
0.893,-0.287,-0.351,1.709,-1.770,-0.793
0.893,-0.283,-0.349,0.916,-1.587,-0.732
0.886,-0.290,-0.347,0.793,-1.587,-0.793
0.885,-0.290,-0.347,0.183,-1.099,-0.854
0.887,-0.283,-0.348,-0.244,-0.244,-0.977
0.881,-0.286,-0.349,0.183,0.671,-0.916
0.871,-0.288,-0.359,0.549,1.648,-0.916
0.872,-0.284,-0.361,0.793,2.502,-1.160
0.886,-0.285,-0.363,1.221,3.052,-1.404
0.898,-0.286,-0.371,2.625,3.357,-1.526
0.889,-0.289,-0.377,3.479,2.441,-1.709
0.872,-0.303,-0.373,4.028,1.587,-2.197
0.865,-0.311,-0.370,3.601,1.404,-2.075
0.871,-0.308,-0.379,2.441,1.648,-1.587
0.873,-0.308,-0.389,1.770,1.587,-1.343
0.874,-0.304,-0.394,1.404,1.282,-1.160
0.873,-0.300,-0.397,0.977,0.244,-1.160
0.869,-0.301,-0.399,0.977,-0.977,-1.404
0.863,-0.311,-0.391,1.038,-2.563,-1.465
0.854,-0.316,-0.376,0.793,-3.540,-1.404
0.858,-0.321,-0.362,0.549,-3.418,-1.343
0.872,-0.324,-0.354,-0.061,-2.869,-0.854
0.880,-0.318,-0.351,-0.854,-2.625,-0.061
0.881,-0.325,-0.350,-1.587,-2.625,0.671
0.879,-0.320,-0.354,-2.319,-2.319,1.404
0.889,-0.311,-0.349,-3.784,-2.075,2.319
0.896,-0.307,-0.344,-4.517,-1.892,3.296
0.903,-0.306,-0.340,-4.333,-1.526,3.723
0.904,-0.302,-0.334,-4.028,-1.404,4.150
0.902,-0.298,-0.332,-4.028,-1.282,4.395
0.894,-0.285,-0.332,-4.028,-1.160,4.211
0.883,-0.276,-0.328,-3.723,-0.732,3.906
0.882,-0.273,-0.324,-3.235,0.183,3.540
0.886,-0.266,-0.325,-2.197,1.343,2.869
0.895,-0.276,-0.329,-0.854,2.502,2.014

-0.046,-0.533,-2.110,126.526,-70.190,-57.922
0.004,-0.557,-2.136,130.127,-108.704,-63.293
-0.009,-0.528,-2.083,135.132,-157.104,-72.144
-0.061,-0.509,-1.963,146.057,-211.731,-84.656
-0.066,-0.576,-1.756,161.194,-269.470,-98.938
0.036,-0.704,-1.394,172.607,-333.008,-113.464
0.095,-0.808,-0.860,177.368,-398.376,-128.906
0.058,-0.879,-0.192,175.171,-457.642,-139.099
-0.012,-1.004,0.571,170.105,-498.718,-140.869
-0.146,-1.085,1.825,163.330,-508.911,-128.723
-1.678,0.042,4.000,321.838,-404.480,-132.874
2.464,-4.000,-1.068,584.595,146.118,-12.085
4.000,-3.134,0.224,152.466,252.136,278.076
2.839,2.583,-0.865,-255.981,27.527,129.822
-0.319,0.783,2.439,-151.917,-57.739,-51.819
-0.762,-2.637,1.979,-24.841,27.954,-10.498
1.188,-0.491,0.969,-116.394,114.197,108.337
1.831,0.454,0.884,-183.411,116.699,127.625
1.288,0.100,1.064,-118.469,102.051,90.637
1.039,0.018,0.968,-63.049,102.661,78.247
0.866,-0.167,0.727,-74.768,116.882,71.533
0.777,-0.116,0.456,-129.639,133.606,66.467
0.904,0.082,0.163,-176.208,143.677,54.260
1.001,0.103,-0.031,-183.838,141.479,29.602
0.907,0.030,-0.193,-158.508,133.240,-1.892
0.687,-0.090,-0.373,-121.155,129.333,-25.696
0.526,-0.308,-0.560,-88.623,132.141,-37.842
0.473,-0.510,-0.723,-75.562,135.620,-38.330
0.469,-0.637,-0.885,-81.543,134.827,-31.067
0.442,-0.713,-1.044,-94.360,130.310,-20.996
0.394,-0.729,-1.181,-105.225,122.925,-11.597
0.324,-0.714,-1.272,-109.131,112.976,-4.456
0.312,-0.683,-1.318,-102.966,101.501,0.305
0.343,-0.680,-1.330,-89.111,89.905,5.432
0.382,-0.680,-1.296,-74.219,74.951,8.850
0.430,-0.671,-1.226,-61.523,57.922,12.451
0.470,-0.639,-1.136,-50.781,40.649,16.418
0.521,-0.616,-1.041,-41.199,25.574,20.996
0.551,-0.571,-0.952,-31.921,12.512,22.827
0.605,-0.543,-0.846,-25.879,3.845,26.367
0.651,-0.509,-0.730,-23.682,-1.465,30.640
0.694,-0.458,-0.639,-23.743,-3.967,34.851
0.730,-0.400,-0.569,-24.353,-4.578,38.513
0.777,-0.350,-0.502,-24.109,-4.700,39.978
0.812,-0.322,-0.447,-21.729,-5.005,38.513
0.823,-0.312,-0.383,-18.799,-4.761,36.072
0.847,-0.297,-0.320,-17.090,-3.113,33.447
0.872,-0.298,-0.278,-15.198,0.488,31.250
0.897,-0.284,-0.254,-13.855,5.127,30.029
0.916,-0.257,-0.254,-13.184,9.949,29.053
0.927,-0.232,-0.264,-12.634,14.160,27.344
0.939,-0.202,-0.287,-11.597,17.212,24.902
0.937,-0.173,-0.318,-9.155,19.165,21.240
0.918,-0.180,-0.344,-5.066,20.142,16.846
0.906,-0.200,-0.338,-0.916,21.606,12.451
0.915,-0.222,-0.327,1.770,23.437,8.728
0.923,-0.248,-0.337,2.502,24.902,6.226
0.908,-0.252,-0.356,0.977,24.902,4.944
0.889,-0.267,-0.367,-1.587,23.560,4.517
0.884,-0.285,-0.369,-4.272,22.034,5.188
0.882,-0.285,-0.374,-7.080,20.508,6.836
0.872,-0.278,-0.379,-9.155,19.043,8.240
0.856,-0.269,-0.378,-10.071,18.494,8.545
0.848,-0.277,-0.387,-10.376,18.433,6.470
0.844,-0.273,-0.397,-11.353,19.653,5.676
0.853,-0.269,-0.410,-12.634,20.935,6.775
