aX,aY,aZ,gX,gY,gZ
0.361,2.037,0.326,2.930,29.419,-160.461
0.345,1.859,0.333,-6.836,31.189,-184.509
0.324,1.701,0.339,-17.334,33.081,-206.909
0.295,1.538,0.346,-27.832,34.546,-227.661
0.267,1.402,0.360,-37.964,36.133,-245.850
0.240,1.280,0.375,-47.668,37.903,-261.047
0.200,1.148,0.379,-57.495,40.222,-273.254
0.165,1.036,0.371,-67.688,43.701,-284.119
0.137,0.919,0.364,-74.524,47.485,-295.410
0.112,0.778,0.342,-77.698,51.453,-306.335
0.091,0.638,0.300,-77.026,55.481,-317.200
0.066,0.529,0.237,-71.228,59.204,-326.416
0.031,0.465,0.171,-59.448,62.378,-333.191
-0.018,0.340,0.119,-42.969,65.491,-337.280
-0.070,0.126,0.081,-26.733,69.885,-339.478
-0.095,-0.080,0.039,-18.250,77.026,-338.318
-0.075,-0.259,-0.001,-20.203,85.693,-334.656
-0.036,-0.407,-0.072,-29.602,93.140,-327.881
0.052,-0.513,-0.158,-39.856,96.863,-317.993
0.147,-0.650,-0.289,-44.739,95.947,-309.692
0.233,-0.734,-0.382,-43.274,87.524,-299.500
0.356,-0.832,-0.448,-37.415,73.120,-286.255
0.402,-0.985,-0.466,-27.954,56.152,-269.836
0.400,-1.132,-0.469,-19.165,41.504,-247.559
0.393,-1.233,-0.465,-16.724,30.396,-222.351
0.394,-1.294,-0.456,-19.897,21.851,-197.632
0.420,-1.400,-0.446,-24.658,15.930,-175.354
0.466,-1.456,-0.443,-32.349,11.597,-154.419
0.519,-1.433,-0.436,-41.382,7.324,-134.460
0.567,-1.385,-0.416,-47.668,3.235,-114.258
0.597,-1.333,-0.391,-47.974,-0.122,-93.445
0.613,-1.296,-0.365,-44.739,-3.296,-73.425
0.635,-1.276,-0.338,-41.626,-6.042,-55.786
0.667,-1.216,-0.307,-40.283,-8.789,-41.321
0.698,-1.143,-0.271,-39.307,-11.597,-30.090
0.710,-1.079,-0.227,-37.903,-13.489,-20.447
0.727,-1.004,-0.187,-36.682,-13.916,-11.902
0.760,-0.918,-0.162,-34.729,-12.695,-4.333
0.784,-0.852,-0.149,-31.494,-10.864,1.770
0.790,-0.807,-0.137,-27.039,-8.667,7.690
0.812,-0.763,-0.131,-23.560,-5.798,12.512
0.834,-0.724,-0.130,-21.667,-3.174,16.113
0.860,-0.674,-0.126,-20.386,-0.427,18.799
0.872,-0.627,-0.123,-19.104,1.770,20.996
0.876,-0.602,-0.119,-17.944,4.150,22.827
0.894,-0.561,-0.114,-16.968,6.897,24.048
0.904,-0.526,-0.121,-15.930,8.972,24.658
0.911,-0.508,-0.123,-14.404,10.803,24.841
0.912,-0.481,-0.124,-13.245,12.268,24.414
0.910,-0.453,-0.126,-12.207,13.245,23.010
0.915,-0.423,-0.128,-10.864,14.038,21.301
0.912,-0.409,-0.126,-9.460,14.893,18.860
0.900,-0.418,-0.125,-8.301,15.991,15.869
0.891,-0.421,-0.134,-7.324,17.822,12.634
0.894,-0.432,-0.141,-6.470,19.409,10.376
0.888,-0.457,-0.140,-6.042,19.958,9.338
0.880,-0.459,-0.146,-6.531,19.653,9.399
0.870,-0.459,-0.160,-6.226,18.555,9.827
0.862,-0.463,-0.168,-5.005,17.151,10.498
0.856,-0.461,-0.167,-3.845,15.320,11.169
0.859,-0.449,-0.162,-3.540,13.794,11.047
0.857,-0.429,-0.168,-3.540,12.756,10.193
0.857,-0.417,-0.174,-2.441,11.292,8.850
0.851,-0.415,-0.179,-0.732,9.827,7.446
0.843,-0.414,-0.182,1.282,8.057,6.165
0.828,-0.427,-0.185,2.869,6.042,4.822
0.818,-0.431,-0.190,3.723,4.333,3.601
0.820,-0.441,-0.193,4.822,3.235,2.808
0.818,-0.461,-0.195,5.798,2.380,3.052
0.817,-0.479,-0.202,6.226,1.953,4.150
0.819,-0.490,-0.212,5.981,1.770,5.859
0.823,-0.507,-0.211,5.554,1.709,8.118
0.830,-0.501,-0.208,4.028,1.587,10.742
0.831,-0.496,-0.201,1.709,1.587,13.184
0.846,-0.476,-0.199,-0.488,1.526,15.076
0.853,-0.454,-0.194,-2.075,1.160,16.663
0.856,-0.435,-0.198,-3.174,0.488,17.395
0.870,-0.427,-0.197,-3.113,-0.427,17.151

0.097,2.198,0.562,-37.720,-44.250,116.211
0.131,2.357,0.531,-46.936,-36.560,84.595
0.174,2.432,0.503,-42.542,-29.907,54.321
0.216,2.421,0.493,-29.053,-25.391,24.841
0.230,2.347,0.503,-14.771,-22.461,-3.418
0.245,2.243,0.538,-6.409,-19.897,-31.067
0.249,2.150,0.580,-5.066,-16.724,-57.922
0.248,2.065,0.613,-9.644,-11.841,-83.862
0.242,1.986,0.625,-17.151,-5.432,-108.887
0.245,1.904,0.637,-24.902,1.587,-133.728
0.240,1.793,0.643,-31.555,9.644,-158.691
0.241,1.695,0.630,-38.330,18.799,-184.143
0.252,1.594,0.609,-42.358,27.161,-210.327
0.265,1.491,0.568,-44.006,33.508,-233.887
0.271,1.399,0.545,-43.091,36.560,-258.301
0.282,1.297,0.527,-40.161,36.560,-283.508
0.279,1.205,0.520,-36.194,34.668,-308.167
0.248,1.059,0.510,-31.067,32.532,-331.726
0.207,0.889,0.516,-27.588,31.738,-352.234
0.195,0.658,0.511,-29.541,33.569,-369.263
0.230,0.509,0.516,-38.208,36.804,-379.883
0.236,0.383,0.519,-54.626,37.354,-385.071
0.212,0.273,0.500,-75.439,38.086,-384.949
0.184,0.198,0.476,-93.750,40.039,-381.348
0.148,0.166,0.426,-105.103,44.617,-375.183
0.101,0.173,0.353,-108.032,51.392,-366.150
0.050,0.097,0.285,-99.426,60.547,-357.117
0.029,-0.012,0.204,-81.543,71.960,-347.717
0.048,-0.148,0.113,-60.913,82.031,-338.257
0.086,-0.295,0.014,-42.297,86.853,-327.637
0.114,-0.467,-0.051,-23.987,86.975,-316.101
0.157,-0.649,-0.114,-11.597,83.008,-301.880
0.192,-0.805,-0.162,-8.118,75.989,-284.241
0.199,-0.955,-0.196,-10.010,70.435,-262.695
0.215,-1.020,-0.231,-17.029,67.993,-238.770
0.252,-1.057,-0.270,-26.245,65.796,-215.271
0.305,-1.137,-0.321,-33.813,62.866,-193.787
0.348,-1.186,-0.379,-38.696,60.608,-173.157
0.411,-1.209,-0.436,-41.748,57.800,-154.053
0.493,-1.221,-0.488,-41.199,53.650,-135.376
0.536,-1.217,-0.512,-36.987,47.668,-115.295
0.583,-1.213,-0.516,-31.555,40.466,-95.093
0.612,-1.198,-0.502,-26.978,32.288,-76.416
0.636,-1.180,-0.477,-24.109,23.499,-60.059
0.673,-1.131,-0.439,-22.827,14.648,-46.509
0.707,-1.077,-0.396,-21.606,6.897,-35.278
0.733,-1.036,-0.357,-20.081,-0.061,-25.269
0.742,-0.986,-0.316,-18.005,-5.981,-15.930
0.743,-0.942,-0.278,-16.052,-11.475,-8.362
0.746,-0.907,-0.229,-14.282,-15.747,-3.174
0.764,-0.862,-0.181,-13.367,-18.127,0.305
0.781,-0.815,-0.141,-12.817,-19.043,4.272
0.797,-0.770,-0.112,-11.780,-19.104,7.935
0.821,-0.730,-0.079,-10.254,-18.616,11.108
0.837,-0.689,-0.046,-9.338,-17.334,13.855
0.850,-0.638,-0.009,-8.728,-15.259,15.564
0.878,-0.614,0.019,-8.484,-12.695,15.869
0.890,-0.575,0.024,-8.911,-9.888,15.747
0.899,-0.537,0.020,-9.644,-7.202,14.282
0.890,-0.520,0.015,-8.911,-4.700,12.634
0.893,-0.513,0.001,-6.042,-1.465,10.864
0.903,-0.508,-0.019,-2.625,2.014,9.399
0.899,-0.521,-0.030,0.549,4.700,8.240
0.885,-0.546,-0.035,2.686,6.653,7.141
0.879,-0.547,-0.043,2.319,8.301,6.287
0.886,-0.532,-0.053,1.221,9.521,5.676
0.887,-0.523,-0.065,1.221,9.888,5.737
0.875,-0.523,-0.080,2.441,10.071,5.920
0.867,-0.534,-0.090,4.089,10.071,6.104
0.863,-0.538,-0.102,4.944,10.315,6.226
0.864,-0.544,-0.108,5.188,10.315,6.287
0.870,-0.536,-0.112,5.371,10.254,6.592
0.860,-0.536,-0.108,5.615,9.766,7.507
0.848,-0.542,-0.104,5.981,9.216,8.911
0.842,-0.547,-0.099,6.592,9.521,10.559
0.832,-0.544,-0.092,6.836,10.559,12.573
0.820,-0.548,-0.090,6.897,12.268,14.709
0.809,-0.553,-0.085,6.775,14.465,16.846
0.810,-0.554,-0.086,5.676,17.151,18.433
0.820,-0.536,-0.097,3.662,19.714,19.470
0.828,-0.513,-0.098,1.892,21.545,20.020
0.840,-0.496,-0.106,0.854,22.278,19.836
0.850,-0.484,-0.115,0.305,22.400,19.531
0.860,-0.472,-0.120,0.061,21.790,19.104
0.873,-0.454,-0.125,-0.244,20.630,18.433
0.887,-0.438,-0.128,0.000,18.982,17.761
0.893,-0.425,-0.135,0.977,16.785,16.907
0.892,-0.420,-0.136,2.502,14.221,15.320
0.892,-0.414,-0.133,3.235,11.963,13.306
0.890,-0.417,-0.131,2.869,10.193,10.925
0.889,-0.416,-0.131,1.587,8.972,8.911
0.885,-0.407,-0.136,0.610,8.179,6.958
0.876,-0.414,-0.142,0.549,7.690,5.249
0.874,-0.417,-0.142,0.793,7.263,3.601
0.879,-0.415,-0.141,1.099,7.202,2.625
0.882,-0.425,-0.146,1.282,7.202,1.953
0.883,-0.432,-0.147,1.770,6.592,1.526
0.878,-0.441,-0.149,2.075,5.920,0.732
0.876,-0.446,-0.148,1.953,5.371,-0.244
0.876,-0.452,-0.153,1.526,5.493,-0.671
0.868,-0.452,-0.162,1.282,5.615,-0.671
0.858,-0.454,-0.167,1.709,5.493,-0.305
0.857,-0.460,-0.168,1.831,5.127,0.061
0.857,-0.469,-0.167,1.709,4.517,0.244
0.851,-0.474,-0.167,1.099,4.272,0.000
0.847,-0.481,-0.170,0.305,3.662,-0.244
0.846,-0.482,-0.173,-0.061,3.235,-0.244
0.848,-0.480,-0.174,-0.244,2.563,0.427
0.843,-0.474,-0.174,-0.244,1.953,1.648
0.845,-0.467,-0.170,0.305,1.587,3.113
0.849,-0.457,-0.170,0.549,1.404,3.967
0.844,-0.443,-0.174,0.732,1.221,4.028
0.843,-0.443,-0.171,0.854,1.221,3.479
0.855,-0.441,-0.172,0.732,1.465,2.441
0.872,-0.439,-0.172,0.305,1.526,1.465
0.873,-0.444,-0.172,0.244,1.099,1.099
0.873,-0.446,-0.170,-0.061,0.671,1.099
0.877,-0.445,-0.166,-0.366,0.244,0.916
0.879,-0.438,-0.160,-0.854,-0.427,0.488

0.275,1.859,0.444,43.518,-9.460,111.206
0.297,1.917,0.436,34.485,-1.465,90.637
0.334,1.983,0.415,24.902,4.822,70.374
0.354,1.999,0.395,17.212,8.728,50.842
0.361,2.003,0.378,11.719,11.292,31.799
0.370,2.006,0.366,7.568,12.695,13.062
0.376,1.979,0.364,3.662,13.611,-4.333
0.379,1.922,0.363,0.000,15.015,-21.362
0.380,1.860,0.368,-4.028,16.602,-38.330
0.386,1.814,0.366,-9.521,18.921,-54.810
0.393,1.753,0.358,-14.832,21.667,-71.777
0.398,1.686,0.355,-18.616,24.109,-88.379
0.400,1.641,0.358,-22.705,25.818,-103.516
0.393,1.582,0.367,-27.527,27.466,-117.554
0.396,1.527,0.371,-33.752,29.419,-130.310
0.398,1.475,0.376,-39.978,31.494,-143.250
0.391,1.421,0.394,-45.837,33.081,-156.311
0.343,1.356,0.428,-52.307,35.645,-169.800
0.325,1.315,0.434,-61.829,40.894,-184.998
0.342,1.312,0.416,-70.923,47.852,-202.148
0.313,1.326,0.369,-73.792,54.810,-220.764
0.297,1.305,0.317,-68.848,60.669,-240.540
0.297,1.230,0.270,-55.237,65.369,-258.850
0.280,1.091,0.232,-35.583,68.604,-273.743
0.220,0.934,0.201,-16.602,70.923,-288.635
0.177,0.719,0.191,-3.723,72.998,-301.636
0.153,0.513,0.187,0.305,74.402,-313.110
0.131,0.366,0.183,-4.333,75.562,-321.960
0.111,0.186,0.153,-15.015,76.355,-327.515
0.104,0.008,0.101,-31.494,77.576,-330.078
0.117,-0.096,0.016,-50.903,78.003,-331.360
0.158,-0.122,-0.093,-67.261,75.378,-331.970
0.190,-0.151,-0.173,-74.890,67.200,-331.848
0.205,-0.156,-0.235,-70.862,55.298,-331.177
0.204,-0.182,-0.305,-53.406,43.640,-329.773
0.186,-0.276,-0.359,-24.414,33.203,-325.623
0.212,-0.560,-0.377,8.423,25.085,-317.932
0.241,-0.918,-0.366,33.875,21.057,-302.185
0.280,-1.060,-0.353,37.231,19.531,-278.625
0.328,-1.109,-0.331,23.926,16.785,-254.395
0.357,-1.163,-0.325,8.057,13.977,-229.126
0.411,-1.260,-0.309,-6.531,11.108,-205.688
0.476,-1.282,-0.309,-23.743,6.714,-183.044
0.501,-1.236,-0.324,-40.405,1.709,-162.170
0.533,-1.221,-0.333,-51.208,-2.808,-142.944
0.573,-1.219,-0.332,-56.580,-6.897,-123.596
0.601,-1.199,-0.308,-57.800,-10.559,-102.783
0.621,-1.143,-0.276,-55.847,-13.306,-81.665
0.632,-1.095,-0.251,-50.903,-14.648,-62.683
0.653,-1.069,-0.239,-44.250,-14.648,-47.058
0.682,-1.038,-0.210,-37.781,-13.977,-34.485
0.729,-0.980,-0.179,-33.142,-13.428,-24.292
0.758,-0.912,-0.145,-29.053,-12.634,-15.869
0.786,-0.874,-0.116,-24.414,-11.475,-9.094
0.809,-0.814,-0.088,-20.630,-10.559,-3.723
0.836,-0.768,-0.067,-18.433,-9.766,-0.427
0.866,-0.722,-0.040,-18.066,-9.216,2.380
0.893,-0.664,-0.030,-18.616,-8.118,4.761
0.904,-0.616,-0.026,-18.127,-6.409,5.981
0.913,-0.579,-0.027,-16.052,-3.906,5.859
0.912,-0.551,-0.041,-12.390,-0.916,5.127
0.900,-0.543,-0.048,-8.057,1.709,3.601
0.905,-0.550,-0.054,-5.676,3.784,2.075
0.909,-0.536,-0.054,-5.371,5.737,0.732
0.911,-0.513,-0.056,-5.615,7.568,-0.122
0.919,-0.504,-0.065,-4.395,9.216,-0.122
0.917,-0.492,-0.079,-1.953,10.437,0.549
0.888,-0.513,-0.089,1.465,11.047,1.038
0.868,-0.526,-0.089,2.563,11.353,0.366
0.853,-0.535,-0.084,1.221,11.719,-0.854
0.850,-0.536,-0.091,-0.305,12.634,-1.282
0.864,-0.528,-0.102,-0.122,13.245,-0.793
0.870,-0.529,-0.109,1.953,12.878,0.671
0.855,-0.547,-0.109,4.089,11.780,2.563
0.832,-0.557,-0.109,3.662,10.193,4.028
0.811,-0.552,-0.108,1.465,8.484,4.089
0.790,-0.555,-0.115,-0.183,7.080,3.845
0.796,-0.569,-0.137,-0.366,6.592,4.089
0.841,-0.558,-0.150,0.732,5.493,5.859
0.861,-0.535,-0.145,3.357,3.174,8.850
0.837,-0.538,-0.127,5.432,0.488,11.597
0.809,-0.538,-0.107,5.371,-1.587,12.329
0.799,-0.522,-0.098,3.296,-2.258,11.414
0.794,-0.512,-0.105,1.831,-1.709,10.376
0.786,-0.509,-0.120,1.770,-1.343,10.071
0.780,-0.526,-0.144,2.991,-1.343,10.925
0.787,-0.539,-0.167,5.127,-1.709,12.146
0.821,-0.533,-0.181,7.812,-2.441,13.184
0.841,-0.550,-0.154,9.399,-5.127,14.343
0.838,-0.555,-0.104,7.507,-7.812,15.625
0.834,-0.517,-0.086,2.625,-8.606,16.846
0.861,-0.473,-0.074,-0.916,-8.362,18.005
0.909,-0.422,-0.058,-2.441,-7.507,18.799
0.926,-0.378,-0.039,-2.747,-6.714,19.226
0.924,-0.349,-0.019,-1.953,-5.615,18.494
0.926,-0.335,-0.006,-1.282,-3.906,15.808
0.937,-0.323,0.001,-1.648,-1.770,11.658
0.937,-0.311,0.003,-2.258,0.244,6.653
0.938,-0.301,-0.004,-1.892,2.014,2.014
0.930,-0.308,-0.016,-0.305,3.784,-1.465
0.911,-0.339,-0.021,1.709,5.371,-4.333
0.898,-0.373,-0.029,2.747,7.263,-7.019
0.878,-0.417,-0.041,3.418,9.094,-8.972
0.860,-0.473,-0.065,3.052,11.047,-10.010
0.852,-0.513,-0.092,1.648,12.634,-9.949
0.848,-0.539,-0.114,0.061,13.611,-8.545
0.843,-0.562,-0.119,-1.221,13.062,-6.348
0.841,-0.578,-0.118,-2.258,11.658,-3.906
0.838,-0.578,-0.118,-4.211,10.132,-1.526
0.842,-0.567,-0.119,-6.104,8.423,0.488
0.843,-0.555,-0.121,-7.141,6.592,2.991
0.838,-0.538,-0.122,-7.690,5.066,5.005
0.838,-0.518,-0.124,-7.751,3.723,6.836
0.846,-0.500,-0.124,-7.141,2.930,8.057
0.851,-0.490,-0.125,-5.798,2.136,8.728
0.851,-0.485,-0.124,-4.456,1.587,8.850
0.855,-0.478,-0.121,-3.296,0.977,8.667
0.864,-0.475,-0.113,-2.686,-0.183,8.362
0.872,-0.476,-0.095,-3.357,-1.038,8.240

0.212,2.116,0.444,29.724,-16.907,155.518
0.232,2.199,0.488,15.503,-13.855,136.780
0.280,2.311,0.476,-6.653,-7.690,112.122
0.351,2.438,0.421,-29.663,-0.610,80.872
0.428,2.565,0.341,-43.213,5.188,44.983
0.502,2.636,0.261,-42.664,8.545,8.179
0.544,2.587,0.222,-29.236,8.179,-26.672
0.558,2.447,0.228,-9.949,5.249,-60.303
0.550,2.257,0.262,5.554,1.709,-90.515
0.531,2.089,0.313,12.451,-0.305,-115.112
0.517,1.929,0.364,10.620,-0.244,-134.949
0.507,1.783,0.409,1.953,2.319,-151.672
0.499,1.672,0.439,-10.620,7.446,-166.321
0.490,1.578,0.449,-24.292,14.404,-179.687
0.490,1.484,0.435,-36.682,22.095,-192.444
0.485,1.413,0.414,-46.326,28.931,-205.688
0.469,1.328,0.393,-51.270,34.668,-219.482
0.448,1.238,0.371,-53.223,39.978,-233.398
0.419,1.170,0.346,-54.138,44.556,-246.826
0.385,1.124,0.328,-52.002,47.974,-260.010
0.339,1.030,0.325,-46.997,50.903,-272.522
0.262,0.902,0.333,-43.518,54.016,-283.203
0.202,0.751,0.325,-44.495,58.105,-295.837
0.160,0.595,0.316,-48.462,62.500,-311.646
0.153,0.455,0.279,-55.237,65.552,-328.979
0.151,0.372,0.213,-60.913,67.505,-344.849
0.127,0.295,0.155,-60.547,67.322,-357.910
0.097,0.197,0.097,-57.190,63.965,-368.042
0.064,0.110,0.043,-51.453,58.289,-375.610
0.026,0.035,0.010,-40.955,52.185,-380.188
-0.010,-0.142,-0.042,-22.644,49.744,-381.531
-0.029,-0.352,-0.105,-4.333,49.500,-376.404
0.002,-0.607,-0.196,7.690,49.988,-363.770
0.129,-0.855,-0.297,13.428,48.584,-341.370
0.223,-1.000,-0.329,15.320,43.457,-309.204
0.233,-1.116,-0.335,14.526,36.987,-270.325
0.240,-1.264,-0.314,12.817,32.288,-230.591
0.258,-1.383,-0.284,5.066,29.968,-191.589
0.271,-1.384,-0.271,-11.353,29.602,-156.250
0.308,-1.321,-0.290,-28.931,31.067,-128.296
0.377,-1.282,-0.327,-41.931,33.875,-105.957
0.455,-1.217,-0.373,-49.805,36.133,-85.876
0.536,-1.126,-0.406,-52.429,35.889,-67.139
0.606,-1.044,-0.427,-49.744,33.020,-49.805
0.650,-0.980,-0.417,-42.908,27.527,-34.851
0.691,-0.929,-0.406,-35.217,20.142,-23.926
0.717,-0.887,-0.387,-28.625,11.292,-16.785
0.739,-0.840,-0.367,-22.949,2.808,-13.062
0.751,-0.805,-0.346,-18.005,-4.944,-10.437
0.761,-0.791,-0.316,-12.939,-10.986,-8.240
0.782,-0.771,-0.286,-8.362,-14.954,-5.066
0.789,-0.762,-0.247,-5.188,-17.395,-1.404
0.800,-0.755,-0.210,-6.042,-18.616,2.441
0.820,-0.715,-0.181,-9.949,-18.982,6.287
0.834,-0.661,-0.162,-13.184,-18.677,9.338
0.843,-0.612,-0.149,-14.587,-17.273,11.414
0.856,-0.570,-0.140,-14.160,-15.076,12.756
0.878,-0.543,-0.132,-12.024,-12.634,13.367
0.891,-0.526,-0.128,-9.766,-9.888,13.977
0.900,-0.511,-0.121,-8.057,-7.629,14.771
0.894,-0.506,-0.116,-7.385,-6.042,14.465
0.894,-0.497,-0.113,-7.690,-4.639,13.550
0.904,-0.472,-0.116,-8.301,-3.601,12.268
0.916,-0.448,-0.122,-8.118,-3.357,11.353
0.916,-0.428,-0.125,-6.348,-3.601,10.254
0.910,-0.432,-0.123,-3.296,-3.967,8.850
0.893,-0.441,-0.119,-1.465,-3.967,6.836
0.889,-0.448,-0.120,-0.671,-3.296,4.333
0.899,-0.454,-0.127,0.183,-2.502,3.052
0.907,-0.458,-0.129,1.770,-2.380,3.052
0.896,-0.480,-0.119,2.747,-2.869,4.089
0.888,-0.482,-0.114,1.953,-2.930,5.920
0.884,-0.476,-0.111,-0.549,-2.563,7.263
0.877,-0.465,-0.111,-2.869,-2.075,8.545
0.866,-0.454,-0.120,-4.272,-1.282,9.644
0.866,-0.447,-0.131,-4.272,-0.671,9.766
0.873,-0.438,-0.135,-3.662,-0.610,9.094
0.883,-0.441,-0.134,-2.563,-1.099,7.935
0.891,-0.449,-0.135,-1.770,-2.014,6.592
0.899,-0.444,-0.134,-1.038,-3.479,5.371
0.897,-0.451,-0.131,0.610,-4.944,4.639
0.887,-0.459,-0.118,1.953,-6.470,4.517
0.884,-0.455,-0.100,2.319,-7.263,4.456
0.894,-0.448,-0.088,2.991,-7.629,4.395
0.900,-0.439,-0.075,3.601,-7.751,4.333
0.899,-0.435,-0.064,4.150,-7.690,3.967
0.896,-0.447,-0.059,4.272,-7.019,3.235
0.896,-0.445,-0.064,3.418,-5.981,1.953
0.900,-0.442,-0.070,2.258,-4.883,0.793
0.905,-0.447,-0.065,2.014,-4.272,0.366
0.912,-0.449,-0.062,2.625,-3.357,0.305
0.915,-0.450,-0.061,3.296,-2.563,1.038
0.912,-0.450,-0.056,3.479,-1.892,1.892
0.908,-0.437,-0.052,2.625,-1.221,2.380
0.905,-0.421,-0.052,1.709,-0.427,2.441
0.905,-0.416,-0.058,1.648,0.732,1.953
0.908,-0.415,-0.072,2.014,1.770,1.343
0.910,-0.417,-0.086,3.052,2.625,0.427
0.917,-0.423,-0.096,4.028,2.869,-0.183
0.922,-0.420,-0.099,4.822,2.747,-0.244
0.923,-0.415,-0.098,5.188,2.014,-0.366
0.912,-0.405,-0.092,5.188,1.465,-0.427
0.906,-0.398,-0.090,4.883,0.977,-1.038
0.904,-0.396,-0.094,4.578,0.793,-2.014
0.908,-0.406,-0.095,4.639,1.038,-3.296
0.901,-0.426,-0.095,4.456,1.282,-4.089
0.900,-0.432,-0.092,3.784,1.709,-4.211
0.902,-0.441,-0.082,2.563,2.258,-3.845
0.891,-0.447,-0.075,0.549,2.930,-3.113
0.877,-0.443,-0.071,-1.892,3.601,-2.808
0.873,-0.435,-0.076,-3.906,4.395,-2.563
0.873,-0.430,-0.088,-4.333,5.005,-2.930
0.876,-0.431,-0.100,-3.174,5.554,-3.052
0.888,-0.437,-0.103,-1.221,5.249,-3.357
0.882,-0.451,-0.101,0.366,4.517,-3.296
0.879,-0.458,-0.097,0.916,3.662,-3.113
0.876,-0.461,-0.096,0.183,3.113,-2.930
0.867,-0.456,-0.094,-1.038,2.930,-2.502
0.859,-0.449,-0.095,-1.770,3.052,-2.014

0.245,2.094,0.370,47.058,-20.203,98.633
0.310,2.173,0.384,46.448,-12.268,80.505
0.370,2.214,0.415,45.349,-6.348,66.345
0.414,2.216,0.454,39.917,-2.747,53.711
0.457,2.226,0.487,27.771,-0.183,39.307
0.487,2.245,0.505,11.047,2.258,20.874
0.523,2.264,0.508,-6.714,5.066,-1.526
0.577,2.282,0.494,-21.790,7.629,-26.611
0.614,2.259,0.482,-31.555,8.240,-52.795
0.638,2.206,0.476,-36.743,6.836,-78.003
0.643,2.134,0.494,-39.429,3.723,-100.830
0.636,2.059,0.523,-41.443,1.221,-121.521
0.610,1.955,0.562,-43.030,0.305,-140.869
0.577,1.835,0.601,-44.250,1.282,-160.828
0.547,1.712,0.624,-46.143,3.845,-181.091
0.511,1.581,0.628,-46.143,8.057,-201.172
0.481,1.452,0.623,-43.335,13.428,-219.238
0.459,1.324,0.617,-37.231,19.653,-234.619
0.441,1.195,0.603,-29.907,26.733,-245.728
0.394,1.037,0.584,-22.949,35.095,-253.357
0.329,0.905,0.554,-18.982,44.678,-259.583
0.266,0.815,0.526,-19.531,55.786,-265.076
0.181,0.735,0.489,-23.743,67.993,-270.996
0.125,0.689,0.441,-30.396,79.956,-277.771
0.105,0.653,0.386,-37.903,90.332,-286.316
0.039,0.548,0.347,-44.861,97.351,-296.936
-0.020,0.406,0.277,-56.213,102.234,-307.495
-0.047,0.328,0.171,-72.449,105.225,-318.359
-0.061,0.269,0.052,-85.205,104.553,-328.979
-0.094,0.189,-0.050,-89.905,100.281,-335.754
-0.133,0.080,-0.124,-85.510,93.994,-338.989
-0.140,-0.017,-0.171,-75.317,85.815,-339.600
-0.133,-0.103,-0.221,-61.951,75.134,-338.501
-0.152,-0.204,-0.253,-43.823,62.561,-337.097
-0.154,-0.398,-0.288,-19.714,51.575,-334.839
-0.110,-0.652,-0.323,3.479,45.227,-328.369
-0.036,-0.909,-0.359,16.724,42.114,-315.063
0.057,-1.129,-0.386,16.785,38.635,-295.288
0.161,-1.223,-0.417,6.470,33.264,-269.836
0.276,-1.246,-0.448,-4.944,25.879,-240.540
0.359,-1.212,-0.469,-9.705,16.602,-208.557
0.386,-1.240,-0.446,-6.104,6.592,-177.490
0.377,-1.365,-0.401,1.160,-1.526,-149.170
0.372,-1.488,-0.340,2.258,-5.676,-124.451
0.397,-1.523,-0.307,-6.836,-5.920,-103.638
0.450,-1.462,-0.294,-21.423,-4.150,-85.266
0.525,-1.422,-0.274,-34.119,-3.113,-68.237
0.603,-1.352,-0.260,-43.579,-3.296,-50.415
0.657,-1.254,-0.248,-47.180,-4.883,-33.630
0.677,-1.178,-0.229,-44.861,-7.629,-18.799
0.693,-1.113,-0.208,-37.842,-10.498,-7.507
0.724,-1.066,-0.182,-28.687,-13.184,-0.122
0.764,-1.009,-0.140,-20.325,-16.724,5.615
0.794,-0.980,-0.088,-13.977,-20.447,9.827
0.808,-0.965,-0.045,-10.315,-22.705,13.245
0.823,-0.925,-0.014,-11.597,-23.865,16.418
0.833,-0.863,0.008,-15.564,-23.254,19.287
0.847,-0.815,0.023,-18.799,-20.325,21.851
0.859,-0.764,0.028,-20.508,-15.625,23.926
0.886,-0.706,0.027,-20.935,-10.315,25.330
0.909,-0.643,0.020,-19.836,-5.798,25.940
0.914,-0.605,0.008,-16.785,-2.014,25.269
0.918,-0.579,-0.002,-12.512,0.977,23.193
0.922,-0.550,-0.011,-7.812,3.418,20.142
0.934,-0.536,-0.015,-4.395,4.883,16.541
0.933,-0.525,-0.017,-2.075,5.920,13.123
0.922,-0.507,-0.026,-0.854,6.775,10.742
0.912,-0.501,-0.033,0.549,7.874,8.423
0.905,-0.507,-0.039,1.526,8.911,6.287
0.893,-0.500,-0.052,1.892,9.705,4.333
0.870,-0.495,-0.061,2.625,10.681,2.014
0.861,-0.501,-0.062,4.272,12.024,0.122
0.856,-0.505,-0.069,5.737,13.245,-0.916
0.841,-0.518,-0.079,6.470,13.306,-1.282
0.830,-0.539,-0.090,6.653,13.000,-1.221
0.817,-0.557,-0.099,6.165,12.451,-0.854
0.810,-0.553,-0.107,5.493,11.353,0.122
0.813,-0.564,-0.110,4.822,10.437,1.831
0.803,-0.563,-0.112,2.625,9.277,3.662
0.799,-0.541,-0.116,0.000,7.874,4.517
0.802,-0.521,-0.114,-1.587,6.958,5.310
0.796,-0.508,-0.113,-1.831,6.470,6.409
0.793,-0.500,-0.110,-1.221,6.104,7.446
