aX,aY,aZ,gX,gY,gZ
0.339,-0.216,0.977,-24.902,39.124,-17.822
0.370,-0.194,0.955,-20.081,33.691,-23.254
0.355,-0.192,0.952,-11.902,27.466,-24.902
0.354,-0.201,0.943,-3.235,23.987,-24.597
0.371,-0.237,0.940,4.272,20.142,-26.123
0.353,-0.255,0.936,8.545,16.052,-26.367
0.357,-0.274,0.931,10.132,12.268,-23.987
0.336,-0.266,0.928,9.460,7.385,-22.583
0.327,-0.266,0.926,8.240,3.235,-18.188
0.293,-0.293,0.922,6.287,0.244,-10.010
0.232,-0.337,0.916,4.028,-1.953,-12.634
0.293,-0.231,0.914,1.892,-2.686,-34.119
0.298,-0.264,0.910,0.549,-2.869,-17.151
0.219,-0.292,0.909,1.099,-3.540,-8.850
0.238,-0.287,0.908,0.854,-3.540,-10.132
0.236,-0.277,0.911,0.793,-3.479,-7.935
0.219,-0.272,0.912,1.587,-3.662,-1.892
0.210,-0.273,0.917,2.930,-4.700,3.052
0.201,-0.271,0.923,4.089,-6.104,7.568
0.191,-0.266,0.928,4.822,-8.118,10.742
0.176,-0.275,0.936,4.700,-10.010,12.329
0.169,-0.285,0.948,3.052,-10.925,13.611
0.152,-0.264,0.957,0.427,-11.353,13.062
0.151,-0.240,0.964,-2.014,-10.803,10.925
0.144,-0.227,0.968,-3.357,-10.010,8.789
0.142,-0.219,0.970,-3.662,-8.606,7.935
0.140,-0.220,0.970,-3.113,-7.141,7.141
0.136,-0.225,0.973,-1.709,-5.310,6.470
0.133,-0.245,0.978,-0.732,-3.784,6.165
0.137,-0.249,0.976,-0.305,-2.869,4.028
0.133,-0.240,0.973,-0.061,-1.831,3.113
0.131,-0.237,0.975,0.977,-1.465,1.953
0.134,-0.252,0.976,1.953,-1.038,0.366
0.134,-0.253,0.975,1.404,-0.977,-0.671
0.142,-0.248,0.969,0.671,-1.038,-1.221
0.155,-0.240,0.970,-0.061,-0.854,-1.587
0.156,-0.246,0.967,-1.160,-0.854,1.160
0.143,-0.241,0.967,-1.465,-0.671,-0.244
0.172,-0.236,0.966,-1.953,-0.244,-2.075
0.167,-0.238,0.965,-1.648,-0.366,-1.404
0.161,-0.237,0.969,-1.099,-0.671,-0.916
0.160,-0.233,0.973,-0.183,-0.793,-0.977
0.156,-0.230,0.977,0.793,-1.160,-0.916
0.147,-0.234,0.980,1.587,-1.709,-0.793
0.153,-0.248,0.978,2.014,-2.197,-0.732
0.153,-0.250,0.978,1.404,-2.258,-0.793
0.158,-0.242,0.973,0.427,-2.197,-1.099
0.166,-0.234,0.966,-0.244,-1.770,-1.282
0.172,-0.231,0.962,-0.610,-1.465,-1.343
0.171,-0.230,0.959,-0.732,-1.282,-1.343
0.173,-0.228,0.955,-0.977,-0.977,-1.282
0.168,-0.225,0.954,-0.671,-0.977,-1.160
0.165,-0.236,0.957,-0.366,-0.793,-1.038
0.166,-0.245,0.957,-0.366,-0.793,-0.916
0.163,-0.247,0.955,-0.854,-0.977,-0.793
0.163,-0.240,0.953,-1.343,-1.282,-0.488
0.164,-0.233,0.950,-1.587,-1.404,0.000
0.165,-0.228,0.951,-0.916,-1.526,0.244
0.166,-0.228,0.954,-0.061,-1.587,0.793
0.163,-0.233,0.952,0.366,-1.892,1.221
0.159,-0.237,0.952,-0.061,-1.892,1.526
0.159,-0.225,0.951,-0.732,-1.648,1.770
0.161,-0.214,0.950,-1.221,-1.282,1.648
0.166,-0.219,0.947,-0.671,-1.221,1.648
0.164,-0.224,0.946,-0.549,-1.282,1.831

1.221,-0.141,1.515,12.695,-36.865,30.334
1.454,-0.126,1.469,13.794,-37.048,33.813
1.598,-0.076,1.391,16.357,-33.020,42.664
1.679,-0.084,1.271,19.043,-24.536,51.941
1.723,-0.079,1.146,19.043,-11.169,53.833
1.715,-0.053,1.017,15.503,5.371,49.011
1.685,-0.030,0.888,7.629,23.437,40.527
1.637,0.009,0.785,-4.395,36.499,28.870
1.569,0.084,0.680,-20.386,40.100,13.977
1.469,0.091,0.575,-39.124,33.081,-2.136
1.288,0.105,0.486,-60.181,16.541,-16.541
1.060,0.129,0.403,-79.773,-5.371,-26.184
0.758,0.179,0.353,-91.614,-30.273,-28.198
0.402,0.199,0.337,-86.792,-54.199,-22.827
0.045,0.114,0.331,-63.721,-72.021,-15.381
-0.309,-0.059,0.365,-29.419,-78.064,-23.315
-0.599,-0.195,0.395,-0.854,-72.449,-9.705
-1.030,-0.300,0.434,24.475,-61.035,16.113
-1.409,-0.426,0.482,51.270,-45.898,9.216
-1.681,-0.555,0.533,66.650,-26.672,-7.935
-1.900,-0.705,0.619,64.209,-8.240,-17.395
-2.196,-0.744,0.746,47.424,1.831,-21.362
-2.206,-1.005,0.899,29.297,1.831,-31.860
-2.296,-0.810,1.035,14.038,-9.705,-68.542
-2.280,-0.712,1.094,2.563,-25.452,-58.838
-2.183,-0.814,1.122,3.479,-36.499,-32.471
-2.099,-0.864,1.129,6.470,-36.682,-18.494
-1.980,-0.891,1.126,4.822,-27.283,-17.456
-1.939,-0.768,1.131,0.061,-11.536,-26.855
-1.816,-0.679,1.124,-8.057,5.188,-19.348
-1.751,-0.653,1.116,-16.113,20.325,-8.179
-1.599,-0.321,1.050,-22.461,31.189,-3.723
-1.556,-0.325,0.937,-26.794,36.499,20.447
-1.526,-0.239,0.897,-16.602,43.457,0.061
-1.290,-0.198,0.860,-9.155,41.199,-12.024
-1.215,-0.238,0.854,-6.287,33.508,6.165
-1.364,-0.330,0.849,-7.202,25.879,25.085
-1.241,-0.300,0.870,-11.719,24.780,30.579
-1.117,-0.195,0.910,-17.578,26.550,29.053
-1.034,0.054,0.931,-20.142,31.250,31.067
-0.799,0.212,0.923,-14.526,35.339,35.095
-0.588,0.273,0.902,-1.099,36.438,31.616
-0.377,0.233,0.866,13.550,35.278,26.245
-0.177,0.113,0.845,24.231,31.067,25.574
-0.054,-0.029,0.838,28.442,25.635,29.541
-0.033,-0.144,0.833,26.733,20.447,29.846
-0.069,-0.224,0.815,19.958,18.860,26.123
0.195,-0.308,0.796,14.465,23.865,21.790
0.251,-0.488,0.772,6.958,26.855,-8.667
0.326,-0.373,0.751,-9.766,28.809,-33.264
0.467,-0.243,0.743,-20.935,32.410,-22.705
0.557,-0.149,0.754,-19.043,33.325,-10.132
0.642,-0.027,0.788,-8.667,29.602,-5.005
0.724,-0.051,0.840,6.042,22.339,-2.197
0.731,-0.105,0.871,15.198,14.587,11.169
0.715,-0.107,0.923,14.771,8.789,29.907
0.721,-0.127,0.960,10.010,4.700,48.279
0.769,-0.109,1.000,6.042,0.427,56.763
0.817,-0.078,1.029,5.249,-5.493,54.382
0.838,-0.090,1.055,6.836,-12.817,45.776
0.884,-0.132,1.076,6.958,-18.127,35.400
0.854,-0.147,1.092,0.488,-21.912,28.015
0.811,-0.117,1.115,-9.644,-23.865,22.461
0.769,-0.047,1.123,-19.165,-23.743,21.240
0.690,0.031,1.122,-23.499,-21.057,20.752
0.586,0.065,1.121,-20.874,-16.296,21.790
0.529,0.034,1.120,-14.038,-11.902,23.315
0.451,0.017,1.118,-8.362,-9.155,24.841
0.411,0.038,1.116,-4.028,-7.751,26.001
0.378,0.048,1.120,0.366,-7.141,23.987
0.329,-0.001,1.126,2.930,-7.690,22.644
0.292,-0.058,1.121,1.953,-8.850,20.081
0.254,-0.083,1.100,-3.052,-10.071,14.709
0.227,-0.077,1.072,-8.789,-9.521,7.446
0.201,-0.052,1.051,-12.024,-6.165,-0.854
0.168,-0.051,1.038,-13.367,-0.916,-5.676
0.151,-0.055,1.028,-12.329,5.005,-7.812
0.118,-0.077,1.023,-10.071,9.705,-8.789
0.113,-0.111,1.018,-6.470,12.268,-11.047
0.118,-0.152,1.005,-3.662,11.597,-10.437
0.118,-0.198,0.992,-1.221,8.972,-10.437
0.144,-0.220,0.979,-0.183,4.883,-10.620
0.132,-0.244,0.980,0.366,-0.305,-6.653
0.097,-0.263,0.992,1.343,-5.554,-2.625
0.083,-0.288,1.007,2.625,-10.437,-2.502
0.061,-0.309,1.021,2.808,-14.221,-3.296
0.024,-0.318,1.028,0.854,-15.808,-3.906
0.002,-0.323,1.028,-2.380,-15.137,-4.822
-0.016,-0.270,1.026,-5.493,-13.794,-4.333
-0.043,-0.226,1.026,-6.287,-11.414,-4.028
-0.057,-0.198,1.027,-4.150,-7.874,-3.113
-0.069,-0.186,1.020,-1.099,-3.235,-1.587
-0.058,-0.169,1.012,2.380,1.221,-1.343
-0.048,-0.169,1.001,5.859,5.798,-1.343
-0.039,-0.190,0.992,8.179,9.094,-1.404
-0.020,-0.219,0.981,8.301,11.230,-1.953
-0.001,-0.219,0.967,6.348,11.597,-3.357
0.012,-0.210,0.953,4.517,10.925,-5.005
0.025,-0.199,0.945,3.723,10.498,-6.226
0.033,-0.190,0.945,4.089,10.742,-6.531
0.033,-0.191,0.947,5.371,11.536,-6.226
0.039,-0.199,0.947,7.446,13.062,-5.798
0.059,-0.207,0.943,9.338,14.343,-5.371
0.074,-0.219,0.941,10.742,15.015,-4.639
0.088,-0.226,0.939,11.230,14.832,-3.906
0.093,-0.229,0.942,11.169,13.855,-3.235
0.101,-0.232,0.947,10.925,12.024,-2.441
0.097,-0.247,0.955,10.620,8.911,-1.709
0.086,-0.259,0.963,9.766,5.371,-1.343
0.069,-0.272,0.973,8.423,2.380,-1.343
0.048,-0.274,0.978,5.920,1.038,-1.404
0.035,-0.268,0.979,3.174,1.038,-2.258
0.032,-0.251,0.974,0.854,2.075,-2.869
0.023,-0.237,0.972,0.122,3.601,-2.258
0.011,-0.236,0.974,0.549,4.944,-1.709
0.011,-0.236,0.974,1.282,6.165,-1.648
0.008,-0.221,0.975,1.343,6.470,-1.526
0.008,-0.205,0.974,1.038,5.920,-1.465
0.015,-0.203,0.966,0.854,5.066,-1.404

1.283,-0.237,1.106,-16.602,-45.166,4.761
1.323,-0.231,1.169,-15.198,-55.298,11.719
1.333,-0.254,1.220,-14.587,-64.819,20.020
1.302,-0.281,1.258,-16.052,-71.899,29.114
1.262,-0.277,1.270,-20.508,-74.829,37.109
1.212,-0.251,1.246,-26.917,-72.083,42.908
1.143,-0.229,1.207,-32.654,-63.354,46.509
1.078,-0.202,1.163,-37.048,-49.866,46.509
0.999,-0.153,1.108,-41.199,-33.203,42.175
0.911,-0.123,1.063,-44.922,-16.052,33.997
0.835,-0.120,1.006,-49.805,-0.854,24.231
0.765,-0.101,0.947,-57.739,10.315,14.404
0.706,-0.055,0.880,-67.749,16.602,4.028
0.639,-0.005,0.797,-78.247,16.907,-5.371
0.538,0.082,0.722,-86.243,12.024,-12.512
0.444,0.153,0.650,-89.111,3.113,-16.174
0.324,0.188,0.577,-88.684,-6.042,-12.268
0.119,0.229,0.524,-85.571,-11.841,-2.441
-0.130,0.200,0.493,-75.562,-12.329,-1.953
-0.338,0.394,0.481,-57.495,-9.216,-16.907
-0.559,0.470,0.474,-31.311,-5.615,0.793
-0.854,0.456,0.479,9.033,-2.258,6.104
-1.137,0.342,0.506,56.091,1.648,4.578
-1.365,0.147,0.566,97.046,3.113,6.897
-1.589,-0.087,0.638,122.437,-0.488,14.343
-1.842,-0.291,0.712,130.371,-8.850,27.710
-2.084,-0.424,0.803,126.404,-20.508,39.368
-2.380,-0.499,0.907,119.141,-30.762,37.354
-2.120,-0.937,0.996,112.305,-36.255,9.155
-2.166,-1.001,1.029,96.313,-37.964,-72.937
-2.008,-0.881,1.025,63.049,-37.415,-110.657
-1.815,-1.013,1.002,30.640,-34.485,-109.985
-1.738,-1.095,0.979,-1.404,-31.006,-106.323
-1.647,-1.063,0.958,-34.729,-25.024,-93.933
-1.496,-0.706,0.908,-61.523,-20.325,-60.730
-1.637,-0.678,0.855,-68.481,-10.681,-15.076
-1.535,-0.605,0.835,-50.354,4.822,-16.235
-1.309,-0.194,0.829,-25.940,17.700,-22.766
-1.245,-0.225,0.800,2.625,26.550,13.123
-1.385,-0.246,0.821,36.255,36.560,26.062
-1.197,-0.308,0.861,61.218,41.504,31.189
-1.087,-0.286,0.889,71.716,38.269,31.128
-1.060,-0.350,0.903,71.350,32.959,42.969
-1.004,-0.431,0.885,60.730,25.635,49.194
-0.942,-0.460,0.859,41.321,19.714,47.180
-0.847,-0.432,0.833,17.700,17.029,41.382
-0.704,-0.361,0.798,-5.005,15.503,35.645
-0.570,-0.255,0.794,-22.339,12.573,28.809
-0.395,-0.133,0.793,-31.677,11.963,25.452
-0.217,-0.102,0.783,-33.264,11.536,22.583
-0.112,-0.105,0.786,-28.564,9.216,19.958
-0.027,-0.105,0.787,-20.142,5.676,15.381
0.060,-0.130,0.804,-9.949,2.258,6.104
0.127,-0.163,0.825,-1.526,-1.160,1.343
0.184,-0.165,0.846,3.906,-4.944,-4.333
0.296,-0.149,0.866,8.179,-8.667,-10.925
0.412,-0.122,0.917,11.169,-11.536,-9.644
0.430,-0.125,0.982,13.611,-16.968,-9.277
0.448,-0.054,1.031,15.503,-25.208,-5.249
0.425,-0.075,1.091,19.104,-34.668,8.240
0.364,-0.142,1.134,23.499,-43.213,12.939
0.295,-0.221,1.176,24.353,-49.866,9.460
0.238,-0.216,1.203,19.653,-53.101,6.775
0.185,-0.172,1.236,14.221,-50.537,1.282
0.140,-0.182,1.273,11.353,-44.250,-7.874
0.030,-0.295,1.305,9.338,-34.485,-13.611
-0.026,-0.341,1.318,4.944,-21.362,-20.508
0.038,-0.369,1.313,-1.770,-6.775,-32.654
0.070,-0.263,1.285,-10.620,2.991,-34.729
0.058,-0.193,1.246,-14.587,14.099,-29.297
0.132,-0.164,1.191,-11.047,28.564,-26.855
0.164,-0.195,1.147,-3.967,41.260,-24.658
0.127,-0.260,1.129,2.991,51.575,-21.790
0.186,-0.288,1.108,7.324,59.875,-20.447
0.259,-0.303,1.082,8.667,64.941,-22.644
0.311,-0.277,1.057,7.385,66.589,-22.095
0.312,-0.237,1.033,5.310,67.139,-19.897
0.322,-0.195,1.007,4.333,67.322,-15.259
0.348,-0.174,0.982,5.066,66.895,-11.047
0.360,-0.202,0.956,6.653,65.613,-8.423
0.365,-0.221,0.928,6.836,63.354,-7.080
0.367,-0.237,0.916,6.165,60.913,-8.850
0.388,-0.282,0.912,4.150,57.983,-11.780
0.415,-0.269,0.916,-0.916,53.894,-13.428
0.410,-0.242,0.924,-7.324,49.561,-13.428
0.393,-0.214,0.935,-11.658,45.898,-11.902
0.374,-0.202,0.948,-14.099,43.579,-10.010
0.355,-0.189,0.959,-15.442,42.725,-8.606
0.337,-0.187,0.968,-16.296,42.786,-6.714
0.333,-0.176,0.977,-17.029,43.213,-5.310
0.341,-0.157,0.980,-17.212,42.664,-2.991
0.333,-0.127,0.980,-16.357,40.710,-1.221
0.325,-0.098,0.982,-13.733,37.781,-0.671
0.314,-0.102,0.981,-9.094,33.386,0.427
0.306,-0.113,0.983,-4.089,28.198,1.526
0.294,-0.134,0.976,-0.488,22.217,0.977
0.281,-0.150,0.972,1.648,15.503,-0.427
0.223,-0.179,0.976,3.479,9.216,-1.038
0.177,-0.207,0.974,4.822,6.592,-1.221
0.173,-0.224,0.972,4.944,5.920,-1.892
0.160,-0.242,0.968,4.150,5.432,-5.188
0.140,-0.256,0.963,2.441,4.761,-9.521
0.133,-0.258,0.954,0.488,4.333,-12.573
0.130,-0.250,0.946,-0.610,4.822,-14.587
0.141,-0.256,0.942,-1.282,5.310,-15.076
0.147,-0.245,0.938,-2.075,5.615,-12.695
0.136,-0.258,0.938,-2.686,5.127,-8.240
0.100,-0.289,0.930,-3.540,4.028,-6.470
0.087,-0.260,0.930,-3.540,3.784,-20.386
0.122,-0.229,0.937,-3.296,3.601,-23.499
0.105,-0.260,0.942,-2.991,2.808,-11.780
0.058,-0.273,0.946,-2.197,1.526,-5.859
0.068,-0.259,0.943,-2.136,1.221,-5.066
0.077,-0.233,0.943,-1.892,1.343,-2.258
0.073,-0.222,0.950,-0.671,1.587,2.563
0.066,-0.230,0.959,0.916,1.038,8.911
0.046,-0.242,0.964,1.770,0.549,14.526
0.042,-0.246,0.964,2.075,0.732,15.991
0.053,-0.233,0.960,1.648,1.526,14.709

-1.887,-0.483,0.849,106.812,9.521,7.507
-1.950,-0.667,0.952,103.149,1.648,-7.385
-1.934,-0.819,1.057,93.445,-11.108,-16.174
-1.818,-1.017,1.105,78.674,-27.466,-31.616
-1.852,-1.157,1.116,59.082,-42.725,-58.716
-1.476,-1.282,1.129,34.241,-59.875,-105.896
-1.389,-1.031,1.092,-5.188,-78.491,-117.676
-1.356,-0.981,1.029,-40.283,-90.759,-93.872
-1.373,-0.777,0.942,-69.031,-105.652,-41.565
-1.544,-0.702,0.876,-80.139,-106.934,-12.573
-1.593,-0.519,0.812,-82.031,-103.027,-17.151
-1.489,-0.408,0.766,-76.355,-96.008,-8.606
-1.559,-0.306,0.724,-66.284,-85.693,6.836
-1.625,-0.200,0.694,-53.467,-67.444,24.719
-1.604,-0.142,0.679,-40.771,-47.852,37.170
-1.612,-0.113,0.677,-30.762,-29.297,42.908
-1.592,-0.089,0.691,-22.217,-11.658,51.208
-1.560,-0.027,0.691,-15.320,4.395,49.927
-1.419,0.049,0.694,-10.010,19.592,51.636
-1.240,0.103,0.708,-5.432,31.128,54.993
-1.084,0.145,0.711,-2.869,37.476,57.739
-0.942,0.166,0.714,0.244,40.039,57.251
-0.809,0.118,0.719,3.174,40.161,56.641
-0.650,-0.024,0.722,2.502,41.138,51.758
-0.428,-0.030,0.738,-4.761,38.513,53.955
-0.295,-0.096,0.765,-14.038,34.180,68.909
-0.235,-0.098,0.803,-20.752,33.936,63.293
-0.146,0.005,0.834,-23.865,36.133,50.110
-0.018,0.016,0.858,-21.545,37.903,35.400
0.079,-0.036,0.886,-17.395,41.016,29.236
0.154,-0.052,0.902,-15.442,42.725,43.701
0.150,-0.046,0.915,-15.076,42.358,41.260
0.101,-0.026,0.929,-13.062,46.143,25.635
0.224,-0.054,0.915,-7.385,55.481,10.803
0.319,-0.135,0.947,-3.967,55.725,-26.672
0.422,-0.098,0.950,-3.479,61.890,-33.386
0.515,-0.022,0.954,-2.319,66.589,-20.264
0.522,-0.015,0.963,2.563,65.552,-10.193
0.509,-0.049,0.985,7.690,59.204,-11.841
0.499,-0.075,0.999,10.010,52.856,-17.700
0.533,-0.076,1.000,11.292,48.950,-20.996
0.557,-0.084,0.997,12.756,45.349,-22.949
0.574,-0.115,1.001,14.832,42.297,-25.696
0.549,-0.171,1.026,16.541,38.147,-28.198
0.548,-0.226,1.050,16.357,33.081,-29.907
0.609,-0.245,1.053,14.099,29.907,-33.691
0.627,-0.254,1.035,10.193,29.053,-39.612
0.650,-0.206,1.014,5.798,29.785,-43.091
0.603,-0.151,1.016,3.845,30.334,-43.213
0.567,-0.089,1.030,5.615,32.104,-42.236
0.541,-0.072,1.054,10.315,34.119,-39.368
0.514,-0.094,1.073,16.174,35.828,-36.926
0.480,-0.139,1.091,20.203,36.316,-33.508
0.447,-0.163,1.110,21.851,35.156,-30.640
0.411,-0.186,1.122,21.729,33.936,-28.198
0.381,-0.203,1.123,20.203,33.386,-26.245
0.359,-0.214,1.115,17.578,33.691,-25.085
0.342,-0.216,1.108,13.306,34.546,-24.231
0.324,-0.196,1.100,8.972,35.522,-24.475
0.339,-0.169,1.087,5.798,37.537,-24.719
0.340,-0.171,1.081,3.601,38.818,-25.208
0.320,-0.171,1.073,1.831,39.368,-24.353
0.296,-0.177,1.068,0.671,38.574,-22.278
0.274,-0.185,1.060,-0.183,37.659,-20.874
0.267,-0.187,1.047,-0.671,36.987,-20.325
0.268,-0.206,1.028,-0.549,35.522,-21.545
0.280,-0.229,1.010,0.000,33.081,-22.949
0.272,-0.247,1.001,0.000,29.053,-23.621
0.255,-0.255,0.995,0.183,23.743,-22.827
0.219,-0.265,0.993,1.160,18.127,-20.874
0.190,-0.277,0.989,1.770,13.733,-19.409
0.171,-0.299,0.985,1.953,10.315,-19.531
0.135,-0.322,0.991,1.892,7.568,-21.667
0.098,-0.310,0.984,0.793,8.423,-22.156
0.099,-0.301,0.976,0.427,10.559,-22.705
0.114,-0.298,0.972,0.732,11.719,-23.499
0.122,-0.288,0.965,0.977,11.230,-21.240
0.087,-0.289,0.970,1.770,8.301,-22.339
0.083,-0.270,0.966,1.953,6.714,-22.705
0.097,-0.261,0.961,2.441,5.676,-14.160
0.089,-0.248,0.956,3.662,4.456,-9.216
0.085,-0.246,0.953,4.944,3.174,-4.150
0.086,-0.242,0.945,5.981,2.380,2.197
0.094,-0.223,0.935,7.019,2.319,9.583
0.094,-0.219,0.925,8.423,1.648,16.357
0.084,-0.233,0.920,10.437,1.160,21.484
0.083,-0.258,0.920,11.536,0.916,24.719
0.091,-0.258,0.917,10.803,0.671,26.672
0.099,-0.240,0.915,9.216,0.305,27.832
0.101,-0.225,0.914,7.690,-0.366,27.710
0.107,-0.208,0.913,6.226,-1.038,26.123
0.112,-0.193,0.913,5.432,-1.160,24.231
0.108,-0.193,0.915,5.005,-1.282,22.705
0.100,-0.196,0.919,5.005,-1.587,21.606
0.093,-0.196,0.929,5.127,-1.709,21.729
0.083,-0.190,0.937,5.859,-1.831,20.447
0.030,-0.191,0.963,7.080,-2.808,16.541
0.094,-0.154,0.945,9.766,0.183,18.372
0.051,-0.251,0.963,11.902,-1.587,-5.371
0.108,-0.267,0.969,11.536,-5.981,-21.729
0.128,-0.247,0.973,10.193,-7.996,-5.493
0.074,-0.222,0.976,9.155,-10.132,11.780
0.017,-0.229,0.986,8.911,-10.559,14.648
0.013,-0.261,0.991,8.118,-9.216,3.784
0.045,-0.286,0.990,6.165,-7.996,-6.287
0.070,-0.283,0.987,3.967,-7.935,-6.958
0.061,-0.263,0.985,2.197,-8.362,-2.014
0.040,-0.255,0.986,1.343,-8.362,0.671
0.035,-0.254,0.988,1.404,-7.141,-0.793
0.054,-0.251,0.985,1.770,-5.981,-3.113
0.065,-0.245,0.977,2.563,-5.615,-3.479
0.065,-0.246,0.970,3.784,-5.432,-1.831
0.063,-0.244,0.964,5.127,-4.883,0.000
0.069,-0.234,0.957,6.226,-3.845,1.221
0.081,-0.239,0.951,7.324,-2.686,1.343
0.092,-0.257,0.951,8.179,-2.686,1.709
0.095,-0.266,0.955,8.545,-3.540,2.502
0.095,-0.272,0.961,8.240,-4.578,2.808
0.090,-0.262,0.971,7.629,-5.981,2.686

-1.558,-0.582,0.981,43.091,21.667,9.705
-1.470,-0.548,1.004,10.925,24.353,5.310
-1.388,-0.488,1.019,-17.273,22.888,-0.183
-1.458,-0.632,1.026,-37.292,18.799,-37.048
-1.519,-0.392,1.029,-59.814,14.343,-62.134
-1.521,-0.372,1.024,-78.857,10.254,-42.725
-1.530,-0.407,1.030,-87.341,8.789,-33.691
-1.487,-0.328,1.022,-93.201,8.118,-34.729
-1.430,-0.197,1.006,-96.985,8.606,-26.672
-1.374,-0.071,0.983,-93.384,12.512,-12.695
-1.333,-0.000,0.958,-81.360,18.311,3.113
-1.345,0.023,0.923,-62.866,26.062,16.479
-1.270,-0.003,0.898,-42.297,35.034,23.682
-1.171,-0.012,0.860,-25.146,43.396,26.062
-1.134,0.025,0.834,-13.062,50.842,31.799
-1.011,0.026,0.797,-4.822,54.321,58.533
-1.064,-0.069,0.781,4.700,57.129,57.678
-0.952,0.015,0.771,9.949,56.030,43.030
-0.828,0.066,0.765,12.024,52.246,39.612
-0.804,0.097,0.783,15.564,47.791,43.396
-0.713,0.157,0.791,19.958,41.748,54.749
-0.651,0.136,0.805,27.832,33.997,53.284
-0.576,0.162,0.815,36.865,25.757,44.128
-0.464,0.167,0.814,43.823,18.494,47.974
-0.389,0.031,0.800,48.340,13.977,58.411
-0.296,-0.057,0.789,47.791,13.245,56.458
-0.147,-0.076,0.785,42.725,14.282,46.265
0.023,-0.068,0.778,36.377,15.015,40.039
0.150,-0.039,0.781,31.006,13.611,38.635
0.248,-0.029,0.796,28.442,10.437,33.508
0.299,-0.023,0.810,26.733,6.958,25.391
0.376,-0.059,0.838,24.597,3.418,12.573
0.426,-0.028,0.878,19.226,-1.587,-2.197
0.403,0.013,0.899,11.414,-6.531,1.587
0.433,0.014,0.922,5.920,-12.024,3.601
0.511,0.046,0.946,2.808,-16.357,-4.089
0.563,0.063,0.975,0.610,-20.264,-11.108
0.570,0.064,1.001,-0.183,-24.719,-14.771
0.567,0.057,1.026,-0.427,-28.625,-19.714
0.578,0.059,1.047,-0.366,-30.090,-26.794
0.584,0.069,1.067,-0.671,-28.564,-32.959
0.561,0.054,1.085,-1.404,-26.123,-34.729
0.536,0.072,1.094,-1.587,-22.461,-35.583
0.511,0.060,1.099,-1.404,-17.273,-37.231
0.491,0.055,1.097,-1.038,-10.132,-40.283
0.491,0.072,1.089,-1.099,-3.113,-39.673
0.460,0.079,1.083,0.244,2.808,-37.598
0.434,0.069,1.086,3.845,8.911,-35.522
0.399,0.065,1.091,8.118,15.259,-34.119
0.386,0.054,1.091,12.939,20.996,-33.264
0.387,0.039,1.087,16.907,24.109,-30.762
0.364,0.001,1.085,19.714,25.391,-28.687
0.346,-0.051,1.073,20.081,25.818,-27.527
0.343,-0.081,1.067,16.541,25.024,-27.100
0.314,-0.087,1.063,10.254,23.437,-27.771
0.264,-0.096,1.063,3.601,20.752,-28.748
0.234,-0.110,1.060,-2.808,18.127,-30.090
0.228,-0.116,1.058,-9.216,16.357,-32.532
0.214,-0.097,1.052,-15.869,14.526,-36.255
0.203,-0.074,1.046,-20.142,12.451,-40.222
0.214,-0.080,1.036,-22.156,10.315,-42.542
0.201,-0.058,1.037,-23.315,8.362,-43.396
0.179,-0.005,1.019,-23.132,7.263,-43.762
0.158,0.034,1.010,-18.677,8.057,-44.373
0.120,0.023,1.008,-11.414,9.216,-43.884
0.094,-0.073,1.007,-4.578,12.146,-44.250
0.234,0.059,0.999,-0.366,14.587,-35.767
0.084,-0.077,1.001,5.188,15.686,-15.930
0.056,-0.116,1.000,10.193,19.165,-26.428
0.154,-0.128,0.991,10.254,22.522,-35.400
0.133,-0.146,0.987,7.935,23.071,-32.471
0.121,-0.132,0.980,5.188,22.583,-25.696
0.131,-0.137,0.973,2.686,20.691,-20.386
0.135,-0.119,0.965,0.732,18.005,-17.578
0.128,-0.107,0.960,-0.549,15.564,-16.235
0.131,-0.095,0.964,-0.732,13.062,-15.686
0.140,-0.071,0.963,-1.038,10.132,-10.437
0.129,-0.072,0.964,-0.244,7.690,-3.723
0.144,-0.073,0.960,0.488,5.920,0.183
0.142,-0.060,0.959,1.038,4.211,1.648
0.139,-0.057,0.958,1.709,3.540,3.479
0.146,-0.061,0.958,2.075,3.357,5.554
0.137,-0.055,0.960,1.770,3.357,6.165
0.119,-0.049,0.962,1.465,3.601,6.165
0.120,-0.046,0.964,1.160,3.845,5.676
0.121,-0.047,0.971,0.854,3.662,4.578
0.118,-0.058,0.981,0.244,2.625,3.296
0.113,-0.053,0.988,-0.366,1.160,2.075
0.109,-0.051,0.990,-0.671,-1.160,0.427
0.105,-0.059,0.992,-0.183,-3.662,-0.732
0.101,-0.070,0.997,-0.183,-5.737,-1.099
0.090,-0.067,1.001,-0.916,-7.385,-1.038
0.078,-0.060,1.007,-1.343,-8.118,-1.221
0.065,-0.061,1.015,-1.343,-8.179,-1.343
0.065,-0.058,1.023,-0.977,-7.446,-1.282
0.066,-0.046,1.029,-0.488,-6.714,-1.221
0.054,-0.031,1.030,0.366,-5.371,-1.343
0.044,-0.043,1.032,1.953,-3.845,-1.953
0.051,-0.056,1.033,3.174,-2.136,-2.502
0.063,-0.061,1.027,3.418,0.000,-2.747
0.070,-0.056,1.021,3.235,1.709,-2.869
0.075,-0.049,1.016,3.235,2.808,-2.991
0.081,-0.047,1.015,3.723,3.601,-3.052
0.080,-0.053,1.014,4.150,3.479,-3.052
