aX,aY,aZ,gX,gY,gZ
0.042,0.030,0.664,99.609,-294.739,-3.967
0.183,-0.145,0.845,106.201,-276.733,-18.555
0.276,-0.297,1.019,101.318,-261.597,-26.001
0.358,-0.411,1.181,83.008,-247.498,-23.193
0.442,-0.447,1.340,55.908,-233.704,-12.207
0.516,-0.406,1.478,25.818,-221.619,2.319
0.551,-0.284,1.586,0.916,-209.656,15.686
0.535,-0.113,1.683,-13.550,-196.045,23.926
0.508,0.028,1.776,-17.212,-177.612,26.550
0.472,0.090,1.855,-13.123,-151.428,25.330
0.430,0.127,1.911,-7.202,-117.981,21.790
0.402,0.166,1.939,-5.432,-77.759,19.043
0.418,0.243,1.911,-9.216,-33.630,18.188
0.383,0.288,1.830,-13.977,11.780,18.677
0.366,0.327,1.727,-16.846,59.753,11.780
0.450,0.307,1.598,-19.592,106.995,7.935
0.462,0.297,1.469,-22.583,151.733,3.479
0.474,0.310,1.331,-26.123,191.040,0.244
0.488,0.333,1.200,-27.466,222.229,-1.831
0.500,0.294,1.087,-25.757,246.033,-5.859
0.527,0.197,0.980,-25.024,264.404,-8.850
0.518,0.092,0.875,-28.381,279.785,-8.606
0.474,0.015,0.754,-37.048,294.189,-8.911
0.436,0.014,0.626,-47.974,309.326,-10.437
0.401,0.067,0.496,-56.885,324.646,-12.390
0.380,0.136,0.370,-56.824,340.149,-15.625
0.356,0.170,0.244,-46.265,356.384,-19.348
0.325,0.158,0.118,-28.564,372.131,-22.461
0.283,0.127,0.012,-7.629,386.719,-24.841
0.269,0.038,-0.085,11.902,398.071,-25.879
0.248,-0.060,-0.186,26.733,406.372,-23.315
0.132,-0.157,-0.315,32.593,411.072,-20.996
0.075,-0.157,-0.475,32.349,413.391,-17.395
0.074,-0.240,-0.593,30.396,413.391,-14.587
0.062,-0.319,-0.717,21.301,407.837,-4.517
-0.098,-0.292,-0.901,4.395,396.790,5.798
-0.181,-0.235,-1.060,-10.315,383.423,11.780
-0.181,-0.237,-1.137,-20.325,367.126,16.907
-0.163,-0.213,-1.161,-30.823,344.482,22.278
-0.175,-0.162,-1.171,-41.321,316.467,26.306
-0.173,-0.118,-1.174,-49.377,285.217,27.771
-0.260,0.014,-1.242,-53.650,252.808,26.733
-0.485,0.195,-1.356,-47.180,224.792,19.592
-0.634,0.212,-1.436,-24.292,210.266,5.798
-0.646,0.111,-1.482,2.869,207.275,-8.484
-0.626,-0.004,-1.517,19.165,208.618,-17.883
-0.498,-0.165,-1.506,18.921,206.421,-19.958
-0.391,-0.225,-1.494,0.977,196.411,-11.414
-0.446,-0.179,-1.528,-24.963,181.824,0.122
-0.564,-0.044,-1.597,-44.067,169.006,6.958
-0.626,0.039,-1.654,-47.302,161.194,9.155
-0.627,0.036,-1.682,-37.415,157.532,6.531
-0.575,-0.020,-1.686,-23.743,153.198,2.136
-0.483,-0.131,-1.667,-14.587,143.677,-1.038
-0.396,-0.220,-1.635,-13.916,126.587,-1.953
-0.349,-0.239,-1.613,-20.142,104.980,-1.770
-0.325,-0.194,-1.593,-27.283,82.520,-1.038
-0.309,-0.135,-1.550,-29.419,61.584,-0.610
-0.295,-0.114,-1.503,-25.513,43.701,-0.549
-0.281,-0.107,-1.455,-19.043,30.151,-1.221
-0.262,-0.117,-1.404,-13.550,20.325,-2.258
-0.213,-0.151,-1.343,-10.132,12.817,-3.845
-0.153,-0.164,-1.283,-9.766,6.592,-5.798
-0.094,-0.160,-1.229,-11.292,0.610,-7.690
-0.097,-0.149,-1.191,-12.817,-4.456,-8.606
-0.124,-0.134,-1.164,-12.817,-7.507,-9.766
-0.151,-0.118,-1.148,-10.071,-8.057,-12.146
-0.173,-0.132,-1.128,-5.066,-5.310,-14.709
-0.171,-0.159,-1.108,-1.282,-1.953,-16.113
-0.161,-0.183,-1.087,-0.122,1.160,-15.564
-0.143,-0.208,-1.067,-2.380,3.113,-13.062
-0.128,-0.213,-1.051,-6.653,3.418,-9.888
-0.125,-0.211,-1.051,-10.376,2.258,-6.836
-0.145,-0.180,-1.049,-11.414,1.343,-4.761
-0.161,-0.153,-1.047,-8.911,1.160,-3.662
-0.164,-0.152,-1.044,-4.333,1.038,-2.625
-0.170,-0.164,-1.043,-0.122,1.221,-1.465
-0.182,-0.160,-1.042,1.160,1.587,-0.122
-0.175,-0.156,-1.041,0.977,2.014,1.465
-0.154,-0.145,-1.036,0.488,1.831,2.380
-0.144,-0.126,-1.029,0.061,1.526,2.319
-0.131,-0.104,-1.024,1.099,0.732,1.892
-0.123,-0.105,-1.018,3.845,0.000,1.038
-0.114,-0.116,-1.011,6.348,-0.549,0.732
-0.112,-0.116,-1.010,6.836,-0.977,1.282
-0.100,-0.099,-1.005,5.737,-1.709,2.563
-0.091,-0.086,-1.000,3.906,-2.625,3.845
-0.087,-0.071,-0.996,1.587,-3.601,4.395
-0.084,-0.058,-0.993,0.488,-4.150,3.296
-0.090,-0.053,-0.989,0.854,-4.089,0.977

0.016,0.518,2.049,-42.053,17.639,-6.775
0.092,0.493,1.973,-27.527,84.595,-12.756
0.163,0.407,1.849,-15.198,145.630,-16.541
0.235,0.276,1.686,-9.644,199.829,-17.700
0.341,0.169,1.498,-11.475,244.812,-17.212
0.368,0.122,1.308,-20.142,278.809,-14.709
0.328,0.117,1.097,-30.579,305.664,-17.761
0.403,0.168,0.918,-34.424,330.383,-26.245
0.455,0.167,0.745,-34.546,348.755,-26.062
0.418,0.135,0.607,-30.701,363.953,-21.301
0.372,0.050,0.493,-24.475,376.587,-17.822
0.358,-0.026,0.353,-17.883,387.634,-19.226
0.340,-0.014,0.191,-10.986,396.851,-21.240
0.299,-0.007,0.033,0.122,405.273,-22.583
0.291,-0.054,-0.100,15.198,411.560,-19.287
0.281,-0.169,-0.200,29.480,414.978,-11.353
0.285,-0.307,-0.253,34.790,415.527,-1.648
0.244,-0.391,-0.334,25.757,410.156,10.010
0.075,-0.276,-0.515,7.874,400.269,21.667
-0.152,-0.096,-0.769,-4.028,393.188,25.696
-0.266,-0.044,-0.991,-0.671,393.372,26.794
-0.360,-0.051,-1.202,12.817,396.545,23.560
-0.399,-0.126,-1.344,26.062,398.010,22.217
-0.299,-0.288,-1.347,31.189,392.212,28.870
-0.226,-0.438,-1.300,15.686,373.047,44.434
-0.273,-0.300,-1.360,-16.846,340.759,59.631
-0.453,0.059,-1.480,-42.236,304.810,64.209
-0.584,0.235,-1.572,-39.673,276.184,57.617
-0.662,0.211,-1.656,-16.113,256.592,44.373
-0.597,0.172,-1.672,10.498,244.995,25.635
-0.578,0.044,-1.687,26.978,232.239,18.982
-0.558,-0.050,-1.700,28.381,212.952,18.616
-0.526,-0.121,-1.692,16.785,190.247,22.400
-0.484,-0.128,-1.697,-1.038,167.358,26.978
-0.523,-0.002,-1.746,-17.456,145.691,27.710
-0.558,0.110,-1.769,-21.606,128.357,23.560
-0.499,0.107,-1.729,-13.184,114.929,17.822
-0.421,0.043,-1.674,-3.540,100.159,13.672
-0.350,-0.007,-1.632,-0.671,82.642,11.841
-0.292,-0.022,-1.582,-2.563,63.904,10.620
-0.242,-0.024,-1.520,-7.263,46.692,10.193
-0.208,0.019,-1.469,-12.939,31.921,10.132
-0.194,0.093,-1.430,-15.198,20.752,8.118
-0.155,0.103,-1.376,-11.353,13.733,4.761
-0.121,0.041,-1.313,-5.737,9.644,1.587
-0.063,-0.009,-1.255,-3.418,6.348,-1.404
-0.043,-0.023,-1.219,-4.944,3.845,-3.540
-0.035,-0.040,-1.178,-7.446,2.319,-4.883
-0.037,-0.044,-1.144,-9.338,1.831,-5.066
-0.034,-0.048,-1.112,-9.888,2.319,-5.249
-0.044,-0.044,-1.099,-9.827,3.662,-5.310
-0.079,-0.031,-1.097,-8.301,6.226,-5.493
-0.111,-0.038,-1.098,-4.395,10.315,-6.042
-0.106,-0.063,-1.093,0.244,14.832,-6.714
-0.096,-0.091,-1.085,2.258,17.944,-4.944
-0.078,-0.114,-1.073,0.854,18.860,-2.014
-0.063,-0.130,-1.057,-2.686,17.334,0.732
-0.081,-0.109,-1.048,-7.446,13.794,3.662
-0.127,-0.048,-1.051,-11.230,10.071,5.005
-0.172,-0.005,-1.061,-10.498,8.057,4.456
-0.206,-0.002,-1.068,-5.371,8.606,2.258
-0.216,-0.018,-1.072,0.000,10.437,-0.244
-0.211,-0.043,-1.077,3.174,11.658,-1.404
-0.182,-0.066,-1.068,2.930,11.047,-1.587
-0.146,-0.073,-1.059,0.122,8.911,-1.282
-0.115,-0.064,-1.045,-4.028,4.456,-0.427
-0.094,-0.054,-1.027,-7.507,-0.610,0.183
-0.086,-0.031,-1.014,-9.583,-5.066,-0.061
-0.090,0.012,-1.004,-10.254,-8.301,-0.427
-0.088,0.016,-0.995,-8.362,-9.888,-0.671
-0.076,-0.001,-0.980,-5.005,-9.521,-1.343
-0.054,-0.015,-0.969,-2.197,-7.507,-2.747
-0.030,-0.044,-0.959,-1.099,-5.310,-3.906
-0.014,-0.066,-0.953,-1.709,-4.028,-3.723
-0.011,-0.066,-0.951,-3.845,-2.747,-2.808
-0.016,-0.061,-0.953,-6.104,-1.160,-1.770
-0.019,-0.046,-0.962,-6.653,1.038,-1.099
-0.034,-0.027,-0.971,-5.371,3.601,-0.671
-0.047,-0.026,-0.981,-3.052,6.653,-0.244
-0.055,-0.036,-0.991,-0.549,9.338,0.244
-0.064,-0.038,-1.000,0.610,11.414,0.488
-0.066,-0.043,-1.010,0.488,12.573,0.610
-0.070,-0.053,-1.016,-1.160,12.390,1.221
-0.079,-0.045,-1.019,-3.113,10.925,1.343
-0.089,-0.037,-1.020,-5.249,9.155,0.916
-0.098,-0.038,-1.016,-6.592,6.836,0.732
-0.108,-0.034,-1.012,-7.751,4.333,0.488
-0.115,-0.030,-1.009,-8.301,2.808,-0.061
-0.119,-0.037,-1.006,-7.690,1.953,-0.549
-0.121,-0.038,-1.004,-6.775,1.953,-0.916
-0.121,-0.039,-1.002,-4.883,2.258,-1.099
-0.112,-0.054,-1.000,-3.601,3.235,-0.916
-0.094,-0.068,-1.000,-3.357,3.784,-0.305
-0.078,-0.068,-0.999,-4.150,3.967,0.244
-0.060,-0.075,-1.000,-5.371,3.540,1.038
-0.060,-0.054,-1.003,-6.592,2.747,1.648
-0.065,-0.028,-1.005,-6.531,2.258,1.831
-0.064,-0.035,-1.007,-4.578,2.258,1.831
-0.056,-0.047,-1.002,-3.113,2.197,1.404
-0.064,-0.046,-1.005,-2.991,2.197,0.916
-0.068,-0.039,-1.008,-3.418,2.014,0.549
-0.076,-0.036,-1.009,-3.906,2.319,-0.183
-0.081,-0.041,-1.011,-3.906,3.052,-0.854
-0.084,-0.055,-1.009,-3.296,3.906,-1.465
-0.078,-0.075,-1.004,-2.930,4.333,-2.014
-0.077,-0.091,-1.002,-2.258,4.578,-2.441
-0.078,-0.100,-1.002,-2.014,4.517,-2.197
-0.084,-0.101,-1.004,-1.526,4.761,-1.709
-0.090,-0.096,-1.009,-0.488,4.883,-0.977
-0.100,-0.089,-1.016,0.977,5.432,0.305
-0.105,-0.082,-1.025,2.258,6.287,1.770
-0.104,-0.070,-1.030,3.418,7.080,2.625
-0.095,-0.063,-1.031,3.723,7.080,2.930
-0.093,-0.061,-1.030,3.052,6.470,2.686
-0.095,-0.059,-1.030,2.197,5.127,2.258
-0.095,-0.062,-1.025,1.465,3.479,1.099
-0.097,-0.063,-1.019,0.610,2.136,-0.061
-0.101,-0.066,-1.015,0.305,1.282,-0.671
-0.112,-0.067,-1.011,0.000,0.732,-0.916

-0.627,-0.169,-1.937,-11.230,-176.514,3.906
-0.652,-0.192,-2.009,-16.235,-182.739,1.587
-0.653,-0.230,-2.046,-18.738,-189.819,0.366
-0.568,-0.273,-2.039,-18.372,-199.036,0.732
-0.380,-0.285,-1.940,-15.381,-214.722,4.028
-0.197,-0.250,-1.790,-10.010,-241.821,10.925
-0.106,-0.179,-1.639,-2.502,-278.076,19.836
-0.059,-0.103,-1.474,9.460,-317.993,25.635
-0.074,-0.052,-1.325,23.376,-354.065,29.053
-0.113,0.041,-1.189,37.048,-380.249,26.611
-0.088,0.122,-1.020,52.124,-397.400,18.250
-0.031,0.157,-0.858,66.772,-407.654,8.484
-0.006,0.176,-0.717,78.491,-414.795,0.366
-0.027,0.185,-0.563,87.341,-419.556,-4.272
-0.097,0.131,-0.435,91.858,-420.959,-7.751
-0.134,0.154,-0.314,91.797,-413.513,-14.954
-0.185,0.157,-0.187,87.830,-397.522,-15.442
-0.225,0.125,-0.074,81.421,-374.451,-12.268
-0.207,0.130,0.052,75.928,-348.877,-7.874
-0.158,0.055,0.199,74.341,-321.228,-9.033
-0.046,-0.024,0.345,76.477,-294.617,-16.174
0.067,-0.087,0.484,78.674,-273.804,-22.888
0.162,-0.145,0.636,81.543,-260.620,-29.785
0.260,-0.271,0.807,82.764,-253.418,-33.997
0.376,-0.397,0.966,77.209,-249.390,-31.738
0.433,-0.445,1.099,62.622,-246.887,-24.292
0.492,-0.384,1.189,43.213,-243.225,-15.320
0.426,-0.319,1.295,28.320,-233.398,-3.357
0.383,-0.258,1.375,16.479,-219.177,7.996
0.406,-0.226,1.409,8.057,-198.608,-1.038
0.558,-0.049,1.483,7.019,-164.795,-9.277
0.610,-0.096,1.542,11.353,-129.944,2.869
0.557,-0.221,1.586,12.878,-95.886,13.245
0.554,-0.220,1.596,5.859,-61.829,11.475
0.619,-0.133,1.576,-4.761,-29.297,5.249
0.659,-0.070,1.547,-12.756,0.366,2.686
0.687,-0.041,1.503,-16.907,26.917,2.869
0.705,-0.071,1.458,-19.165,51.941,2.075
0.727,-0.134,1.406,-23.315,74.585,0.183
0.747,-0.183,1.340,-32.227,94.299,-1.160
0.745,-0.194,1.272,-44.739,111.816,-2.930
0.755,-0.188,1.190,-57.556,126.282,-6.287
0.741,-0.127,1.088,-67.322,138.428,-11.780
0.709,-0.034,0.973,-71.167,149.658,-19.104
0.640,0.030,0.852,-67.810,161.682,-24.475
0.559,0.033,0.736,-61.584,178.223,-24.658
0.510,0.055,0.618,-56.335,200.134,-19.165
0.460,0.099,0.510,-51.453,224.609,-13.428
0.436,0.066,0.411,-44.922,250.061,-9.521
0.444,0.038,0.316,-38.330,274.902,-7.263
0.427,0.024,0.212,-34.119,297.058,-6.287
0.393,0.057,0.113,-31.067,316.895,-6.470
0.336,0.088,-0.003,-26.978,334.167,-6.714
0.280,0.193,-0.156,-19.043,350.281,-10.376
0.235,0.234,-0.306,-3.723,365.234,-9.827
0.192,0.137,-0.438,18.982,379.150,-12.329
0.193,0.009,-0.543,38.513,391.174,-9.521
0.185,-0.205,-0.606,45.837,399.536,1.282
0.149,-0.362,-0.670,34.363,401.917,16.296
0.062,-0.276,-0.824,7.568,398.804,27.100
-0.019,-0.096,-0.947,-15.747,394.531,33.752
-0.076,-0.041,-1.037,-27.954,385.315,40.405
-0.112,-0.080,-1.074,-32.593,373.413,43.762
-0.159,-0.168,-1.087,-37.354,359.619,43.762
-0.223,-0.164,-1.105,-48.035,342.407,42.175
-0.342,-0.044,-1.185,-59.998,321.533,38.330
-0.540,0.103,-1.306,-60.852,303.772,31.006
-0.639,0.105,-1.370,-46.021,296.692,22.461
-0.724,-0.011,-1.417,-27.771,295.349,17.334
-0.709,0.021,-1.473,-17.883,294.128,10.437
-0.734,-0.065,-1.482,-12.756,291.443,14.343
-0.596,-0.188,-1.470,-15.625,280.334,16.846
-0.553,-0.166,-1.489,-27.466,260.071,19.043
-0.571,-0.069,-1.515,-41.504,234.680,20.569
-0.645,0.027,-1.561,-47.668,208.618,19.287
-0.694,0.142,-1.624,-43.884,185.303,12.939
-0.641,0.153,-1.639,-29.907,164.124,4.150
-0.560,0.029,-1.605,-14.282,140.686,0.061
-0.496,-0.075,-1.575,-8.423,114.563,1.221
-0.449,-0.120,-1.540,-12.024,86.609,3.540
-0.427,-0.117,-1.496,-21.301,58.655,5.554
-0.437,-0.057,-1.467,-29.785,34.302,6.470
-0.459,-0.001,-1.433,-31.311,17.151,3.662
-0.429,0.000,-1.378,-25.024,7.629,-1.587
-0.372,-0.028,-1.329,-16.174,2.930,-6.775
-0.346,-0.048,-1.300,-8.972,1.038,-11.597
-0.307,-0.059,-1.265,-3.662,0.427,-14.282
-0.239,-0.117,-1.223,-0.549,0.061,-14.404
-0.186,-0.160,-1.187,-0.732,-0.610,-12.756
-0.136,-0.174,-1.150,-3.296,-1.465,-11.475
-0.112,-0.171,-1.127,-6.287,-2.930,-9.949
-0.131,-0.128,-1.122,-7.446,-3.845,-8.423
-0.170,-0.105,-1.114,-4.639,-3.174,-7.263
-0.178,-0.124,-1.103,0.732,-0.732,-5.981
-0.178,-0.145,-1.093,4.761,2.075,-4.578
-0.200,-0.144,-1.097,6.042,4.822,-2.930
-0.225,-0.146,-1.100,6.226,7.690,-1.648
-0.220,-0.156,-1.099,6.470,10.559,-0.854
-0.220,-0.152,-1.099,6.775,12.451,-0.427
-0.211,-0.146,-1.098,7.080,12.390,0.366
-0.208,-0.142,-1.098,6.409,11.230,1.770
-0.209,-0.129,-1.091,5.371,8.789,3.418
-0.204,-0.119,-1.081,3.601,5.310,4.944
-0.204,-0.104,-1.075,1.770,1.709,5.676
-0.208,-0.091,-1.069,1.160,-1.343,5.310
-0.211,-0.091,-1.055,1.404,-3.784,4.578
-0.199,-0.097,-1.042,1.648,-5.798,3.601
-0.188,-0.097,-1.028,1.099,-7.446,3.479
-0.190,-0.096,-1.018,-0.366,-8.850,4.028
-0.193,-0.084,-1.012,-2.441,-10.132,4.944
-0.194,-0.078,-1.012,-4.456,-10.254,5.432
-0.180,-0.071,-1.004,-4.822,-9.460,4.456
-0.162,-0.060,-0.994,-4.272,-8.606,3.174
-0.144,-0.064,-0.981,-2.991,-8.057,2.625
-0.132,-0.079,-0.976,-2.502,-7.874,2.441
-0.125,-0.090,-0.971,-2.380,-7.385,1.831
-0.117,-0.081,-0.965,-2.258,-6.409,1.465
-0.118,-0.074,-0.965,-1.648,-4.883,0.916
-0.121,-0.076,-0.965,-0.610,-2.991,1.221

0.357,-0.292,1.848,15.930,-129.089,27.649
0.294,-0.220,1.811,2.136,-100.342,36.072
0.229,-0.100,1.750,-7.446,-63.721,34.302
0.210,0.001,1.674,-9.888,-19.470,25.330
0.247,0.022,1.585,-6.958,28.931,15.747
0.294,0.003,1.495,-3.479,76.294,9.766
0.309,-0.016,1.394,-3.357,118.469,7.629
0.348,-0.043,1.278,-7.263,155.090,5.432
0.380,-0.012,1.165,-13.489,185.852,4.089
0.388,0.019,1.052,-19.043,209.473,3.418
0.397,0.030,0.938,-21.851,227.539,3.906
0.406,0.046,0.825,-23.560,241.882,4.089
0.404,0.062,0.720,-24.292,253.357,3.662
0.402,0.044,0.630,-24.109,262.695,3.540
0.422,0.005,0.551,-22.522,270.508,2.686
0.491,-0.048,0.485,-21.729,275.574,1.404
0.393,-0.114,0.406,-24.780,275.208,-0.061
0.356,-0.106,0.332,-28.992,277.344,-10.254
0.478,-0.098,0.253,-33.447,279.724,-16.052
0.451,-0.080,0.170,-39.612,279.114,-13.062
0.343,-0.029,0.087,-43.762,279.541,-10.681
0.314,-0.011,-0.003,-42.053,282.715,-13.550
0.318,-0.017,-0.095,-34.668,288.208,-17.334
0.295,-0.008,-0.198,-25.208,294.922,-20.325
0.311,0.002,-0.302,-14.709,302.856,-19.775
0.283,-0.090,-0.382,-7.080,310.791,-13.611
0.303,-0.121,-0.466,-6.409,317.383,-1.526
0.235,-0.190,-0.573,-11.658,324.097,9.888
0.182,-0.196,-0.663,-20.447,331.665,16.235
0.176,-0.203,-0.762,-31.189,337.952,24.292
0.103,-0.120,-0.891,-41.443,342.590,31.616
-0.001,-0.002,-1.010,-45.532,349.121,33.569
-0.033,-0.000,-1.084,-41.443,357.239,33.081
-0.003,-0.069,-1.099,-35.706,361.450,34.912
0.050,-0.098,-1.189,-36.743,353.638,36.682
0.032,-0.041,-1.245,-37.354,343.445,39.185
0.050,0.006,-1.295,-34.363,329.956,44.250
-0.275,-0.021,-1.412,-30.151,312.256,49.194
-0.226,0.023,-1.453,-23.926,299.622,35.706
-0.117,0.038,-1.502,-16.113,289.551,29.846
-0.156,-0.068,-1.488,-14.465,278.076,35.645
-0.158,-0.134,-1.481,-20.081,262.756,34.973
-0.132,-0.100,-1.509,-32.166,243.835,31.677
-0.179,-0.022,-1.556,-41.931,222.168,27.527
-0.231,0.049,-1.597,-43.884,200.623,20.264
-0.259,0.063,-1.617,-37.781,181.091,13.062
-0.255,0.020,-1.625,-28.931,163.025,7.080
-0.207,-0.053,-1.597,-22.461,143.738,2.625
-0.129,-0.139,-1.550,-21.301,121.826,0.305
-0.086,-0.196,-1.500,-26.489,97.412,0.183
-0.080,-0.181,-1.461,-35.400,72.693,0.916
-0.119,-0.109,-1.443,-41.992,50.720,1.465
-0.184,-0.025,-1.439,-41.443,34.668,0.427
-0.221,0.015,-1.421,-32.532,26.550,-2.014
-0.200,-0.027,-1.396,-19.531,24.414,-5.798
-0.143,-0.083,-1.360,-9.644,23.865,-8.850
-0.079,-0.145,-1.322,-5.676,21.790,-10.010
-0.014,-0.186,-1.281,-7.507,16.663,-9.277
0.032,-0.190,-1.240,-12.878,9.583,-7.202
0.037,-0.161,-1.215,-18.127,2.014,-4.822
0.008,-0.099,-1.208,-18.982,-3.967,-4.089
-0.005,-0.079,-1.202,-13.306,-6.531,-5.859
-0.009,-0.094,-1.192,-4.150,-6.287,-6.714
-0.004,-0.130,-1.173,3.235,-4.639,-6.287
0.014,-0.177,-1.149,5.859,-2.991,-4.639
0.034,-0.201,-1.130,3.418,-1.770,-1.892
0.043,-0.189,-1.113,-2.502,-1.831,1.038
0.047,-0.158,-1.100,-8.545,-2.930,3.784
0.032,-0.117,-1.093,-10.620,-3.784,4.089
0.021,-0.097,-1.086,-7.080,-4.028,1.709
0.019,-0.108,-1.083,0.122,-2.930,-0.977
0.033,-0.138,-1.069,7.507,-1.221,-2.380
0.047,-0.166,-1.057,11.475,-0.305,-1.709
0.046,-0.183,-1.047,10.437,0.061,1.282
0.046,-0.173,-1.038,6.531,0.305,5.615
0.051,-0.142,-1.024,1.648,0.488,8.850
0.055,-0.119,-1.012,-2.258,0.366,10.254
0.069,-0.102,-0.998,-3.601,0.305,9.460
0.073,-0.091,-0.988,-2.258,0.000,6.958
0.065,-0.081,-0.982,1.038,0.244,3.906
0.065,-0.105,-0.978,6.104,1.099,1.404
0.061,-0.136,-0.975,9.155,2.686,1.831
0.052,-0.146,-0.970,8.728,4.333,4.395
0.044,-0.133,-0.967,5.554,5.920,7.996
0.041,-0.108,-0.967,1.526,7.263,10.376
0.038,-0.085,-0.971,-0.854,8.545,10.986
0.041,-0.072,-0.975,-1.038,9.888,9.583
0.044,-0.074,-0.978,0.244,10.925,7.263
0.032,-0.082,-0.982,1.526,11.292,5.188
0.033,-0.088,-0.984,2.197,11.597,3.906
0.030,-0.096,-0.984,1.953,11.597,3.845
0.026,-0.094,-0.984,0.854,10.864,4.150
0.024,-0.099,-0.985,-0.366,9.888,4.517
0.021,-0.096,-0.985,-0.793,9.338,4.028
0.028,-0.103,-0.984,0.000,9.216,2.625
0.032,-0.115,-0.983,1.404,8.789,2.014
0.029,-0.120,-0.983,2.075,8.240,2.869
0.018,-0.114,-0.989,1.953,8.240,4.395
0.015,-0.100,-0.991,1.770,8.423,5.493
0.009,-0.094,-0.990,1.770,8.606,6.348
0.004,-0.088,-0.992,2.502,8.972,5.981
-0.001,-0.078,-0.996,3.723,9.644,5.066
0.000,-0.087,-0.998,4.883,10.437,4.517
-0.000,-0.095,-1.001,5.188,11.108,5.127
-0.005,-0.089,-1.008,4.211,11.902,5.920
-0.006,-0.079,-1.012,2.747,11.658,6.470
-0.001,-0.075,-1.017,1.465,10.925,6.348
-0.001,-0.067,-1.023,1.160,10.010,4.578
0.000,-0.066,-1.021,1.160,8.301,2.625
-0.007,-0.074,-1.023,0.793,6.653,1.099
-0.019,-0.082,-1.021,-0.793,4.944,0.671
-0.022,-0.079,-1.020,-3.235,3.479,0.488
-0.034,-0.066,-1.018,-5.066,2.930,-0.366
-0.051,-0.060,-1.021,-5.737,2.869,-0.793
-0.042,-0.071,-1.025,-5.005,3.479,-1.404
-0.038,-0.082,-1.028,-3.845,4.272,-1.892
-0.023,-0.103,-1.030,-2.869,4.517,-2.258
-0.018,-0.110,-1.031,-2.380,4.272,-2.563
-0.013,-0.115,-1.033,-2.380,3.357,-2.563

0.724,-0.573,1.529,47.363,-158.020,18.921
0.719,-0.404,1.596,7.996,-151.428,28.809
0.641,-0.158,1.632,-19.348,-139.282,37.720
0.578,0.019,1.680,-28.687,-118.835,42.542
0.576,0.068,1.719,-25.391,-89.539,43.274
0.579,0.086,1.732,-18.311,-54.688,40.344
0.576,0.083,1.706,-13.977,-17.883,35.583
0.582,0.113,1.647,-15.503,18.188,30.579
0.600,0.190,1.548,-21.057,53.040,25.879
0.597,0.288,1.420,-25.879,85.693,20.142
0.620,0.336,1.282,-28.442,115.540,15.503
0.655,0.311,1.148,-29.663,141.174,11.841
0.677,0.253,1.020,-32.593,162.109,7.324
0.683,0.221,0.897,-39.307,177.673,1.709
0.686,0.219,0.785,-47.607,189.392,-5.066
0.689,0.213,0.691,-53.894,197.083,-13.428
0.702,0.208,0.603,-56.763,200.867,-22.705
0.701,0.220,0.509,-55.847,200.562,-32.776
0.687,0.232,0.437,-51.392,196.777,-42.175
0.667,0.224,0.372,-43.579,191.162,-49.805
0.627,0.193,0.315,-33.997,184.448,-56.091
0.593,0.088,0.276,-24.780,178.162,-61.707
0.576,-0.013,0.234,-19.653,172.791,-65.552
0.516,-0.050,0.173,-20.752,168.396,-67.017
0.458,-0.030,0.102,-24.536,167.542,-67.810
0.413,-0.025,0.028,-26.001,172.729,-67.017
0.366,-0.033,-0.044,-24.963,184.875,-62.561
0.313,-0.047,-0.122,-23.254,200.745,-54.749
0.263,-0.100,-0.208,-19.653,219.299,-47.241
0.239,-0.197,-0.303,-14.832,240.784,-42.419
0.249,-0.269,-0.390,-13.000,262.817,-36.377
0.250,-0.279,-0.483,-17.151,281.616,-28.015
0.261,-0.250,-0.596,-23.865,296.509,-16.479
0.207,-0.155,-0.700,-28.809,308.472,-1.099
0.235,-0.144,-0.819,-29.053,314.392,12.329
0.193,-0.083,-0.945,-24.414,318.970,17.273
0.147,-0.041,-1.050,-13.794,322.449,24.780
0.154,-0.138,-1.111,-3.723,317.871,35.706
0.202,-0.280,-1.124,0.183,304.871,44.434
0.169,-0.288,-1.205,-7.446,284.119,47.913
0.041,-0.130,-1.306,-18.799,260.437,46.326
-0.018,-0.036,-1.367,-21.973,239.014,42.419
-0.060,0.018,-1.433,-18.494,220.276,40.405
-0.172,0.109,-1.524,-11.108,206.787,36.865
-0.246,0.112,-1.587,1.587,201.355,30.334
-0.226,-0.020,-1.595,13.184,201.172,25.696
-0.144,-0.138,-1.577,12.268,199.341,25.696
-0.130,-0.182,-1.567,-2.869,191.223,30.090
-0.069,-0.149,-1.526,-22.644,178.162,32.532
-0.083,-0.019,-1.550,-38.940,162.659,33.447
-0.167,0.147,-1.601,-42.969,149.597,31.128
-0.196,0.229,-1.613,-29.724,141.174,22.766
-0.131,0.120,-1.565,-8.728,133.484,14.465
-0.070,-0.045,-1.527,3.357,123.108,12.329
-0.039,-0.149,-1.485,0.305,109.497,14.709
-0.005,-0.163,-1.438,-14.221,94.666,19.409
0.019,-0.112,-1.399,-32.532,80.200,24.170
0.018,-0.011,-1.368,-46.204,67.200,26.001
0.017,0.081,-1.341,-49.072,56.335,22.461
-0.017,0.140,-1.319,-42.053,48.462,16.541
-0.017,0.123,-1.285,-27.710,44.495,8.118
0.032,0.024,-1.249,-12.939,42.542,-0.061
